title,abstract,year,source,keyword,class_name,middle_group,subject_area,cluster,year_raw,clean_text,topic
Big Five Domains and Facets Contextualized to the Work Domain Outperform Noncontextualized Ones,"{""It is well-established that personality predicts a broad range of outcomes across life domains. However, the criterion validity of personality assessments is often limited. One strategy to increase criterion validity is to move from global, noncontextualized personality assessments toward contextualized personality assessments with reference to a specific context. We investigated whether a Big Five assessment contextualized to the work domain allows for better predictions of work-related outcomes than a noncontextualized Big Five assessment. Two hundred ninety respondents completed both the standard Big Five Inventory-2 (BFI-2) and a work-specific variant thereof. In addition, they provided information on a broad range of work-related outcomes (job satisfaction, turnover intentions, organizational citizenship behavior, burnout risk, and occupational commitment), as well as on global health, a not strictly work-related outcome. Results showed that the contextualized personality assessment generally outperformed the noncontextualized one in terms of criterion validity for all outcomes, with the exception of global health. This applied to both the five broad personality domains and the 15 narrow personality facets. We conclude that if maximizing criterion validity in the work domain is the goal, contextualized personality assessments are preferable to noncontextualized ones.""}",2024,Journal of Individual Differences,"{""big five domains and facets"",""contextualized personality assessment"",""criterion validity"",""work domain""}",Biological Psychiatry,Neuroscience,Life Sciences,BIO,2024,"it is well-established that personality predicts a broad range of outcomes across life domains. however, the criterion validity of personality assessments is often limited. one strategy to increase criterion validity is to move from global, noncontextualized personality assessments toward contextualized personality assessments with reference to a specific context. we investigated whether a big five assessment contextualized to the work domain allows for better predictions of work-related outcomes than a noncontextualized big five assessment. two hundred ninety respondents completed both the standard big five inventory-2 (bfi-2) and a work-specific variant thereof. in addition, they provided information on a broad range of work-related outcomes (job satisfaction, turnover intentions, organizational citizenship behavior, burnout risk, and occupational commitment), as well as on global health, a not strictly work-related outcome. results showed that the contextualized personality assessment generally outperformed the noncontextualized one in terms of criterion validity for all outcomes, with the exception of global health. this applied to both the five broad personality domains and the 15 narrow personality facets. we conclude that if maximizing criterion validity in the work domain is the goal, contextualized personality assessments are preferable to noncontextualized ones.",0
Aspects of Utilization of Psychotherapy in Germany in Times of the GDR and Later,"{""Objective The aim of the study was to examine real differences in the use of psychotherapy in the New Federal States during the GDR era and today. In addition, differences according to the willingness seeking psychotherapy as well as barriers in opinions and contact to the mentally ill between people from the New Federal States, the Old Federal States and people who moved from the New Federal States to the Old Federal States (internal migrants) should be recorded, taking into account generational effects (experience of the Cold War - birth before / after January 1 st, 1980). Methods To investigate these questions, the data from a representative survey in the New Federal States of N=2729 people as well as the data from a second online based survey of people from the New and Old Federal States as well as internal migrants with a total of N=4789 participants were evaluated. Results There was a prevalence of 1% for the use of psychotherapy during the GDR era. Overall, the prevalence of therapy experiences among people who experienced the GDR and were born before January 1 st in 1980 was almost 13%. They also reported greater willingness seeking help for mental suffering since the end of the Cold War. The prevalence among younger people was about 12%. In the second survey, there were significant differences, among the older respondents. East Germans today and even during the GDR era were less willing to seek psychotherapy for mental suffering, they also have less contact to mentally ill people. Differences according to desires for distance from mentally ill people, self stigmatization in the presence of a mental illness and discrimination against mentally ill people emerged between East Germans, West Germans and internal migrants depending on generational affiliation. Discussion Barriers that prevent the use of psychotherapy should be taken into account on a generational and socialization specific basis. Socialization as a relevant factor might explain a lack of willingness to utilize psychotherapy amongst people that experienced the GDR era and still live in the new Federal States.""}",2024,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,"{gdr,helpseeking,psychotherapy}",Psychiatry and Mental Health,Medicine,Health Sciences,BIO,2024,"objective the aim of the study was to examine real differences in the use of psychotherapy in the new federal states during the gdr era and today. in addition, differences according to the willingness seeking psychotherapy as well as barriers in opinions and contact to the mentally ill between people from the new federal states, the old federal states and people who moved from the new federal states to the old federal states (internal migrants) should be recorded, taking into account generational effects (experience of the cold war - birth before / after january 1 st, 1980). methods to investigate these questions, the data from a representative survey in the new federal states of n=2729 people as well as the data from a second online based survey of people from the new and old federal states as well as internal migrants with a total of n=4789 participants were evaluated. results there was a prevalence of 1% for the use of psychotherapy during the gdr era. overall, the prevalence of therapy experiences among people who experienced the gdr and were born before january 1 st in 1980 was almost 13%. they also reported greater willingness seeking help for mental suffering since the end of the cold war. the prevalence among younger people was about 12%. in the second survey, there were significant differences, among the older respondents. east germans today and even during the gdr era were less willing to seek psychotherapy for mental suffering, they also have less contact to mentally ill people. differences according to desires for distance from mentally ill people, self stigmatization in the presence of a mental illness and discrimination against mentally ill people emerged between east germans, west germans and internal migrants depending on generational affiliation. discussion barriers that prevent the use of psychotherapy should be taken into account on a generational and socialization specific basis. socialization as a relevant factor might explain a lack of willingness to utilize psychotherapy amongst people that experienced the gdr era and still live in the new federal states.",-1
EyeLiveMetrics: Real-time Analysis of Online Reading with Eye Tracking,"{""Existing eye tracking software have certain limitations, especially with respect to monitoring reading online: (1) Most eye tracking software record eye tracking data as raw coordinates and stimuli as screen images/videos, but without inherent links between both. Analysts must draw areas of interest (AOIs) on webpage text for more fine-grained reading analysis. (2) The computation and analysis of fixation and reading metrics are done after the experiment and thus cannot be used for live applications. We present EyeLiveMetrics, a browser plugin that automatically maps raw gaze coordinates to text in real time. The plugin instantly calculates, stores, and provides fixation, saccade, and reading measures on words and paragraphs so that gaze behavior can be analyzed immediately. We also discuss the results of a comparative evaluation. EyeLiveMetrics offers a flexible way to measure reading on the web - for research experiments and live applications.""}",2024,Eye Tracking Research and Applications Symposium (ETRA),"{""browser plugin"",""eye tracking"",""online reading"",""reading metrics"",""real-time analysis""}",Ophthalmology,Medicine,Health Sciences,BIO,2024,"existing eye tracking software have certain limitations, especially with respect to monitoring reading online: (1) most eye tracking software record eye tracking data as raw coordinates and stimuli as screen images/videos, but without inherent links between both. analysts must draw areas of interest (aois) on webpage text for more fine-grained reading analysis. (2) the computation and analysis of fixation and reading metrics are done after the experiment and thus cannot be used for live applications. we present eyelivemetrics, a browser plugin that automatically maps raw gaze coordinates to text in real time. the plugin instantly calculates, stores, and provides fixation, saccade, and reading measures on words and paragraphs so that gaze behavior can be analyzed immediately. we also discuss the results of a comparative evaluation. eyelivemetrics offers a flexible way to measure reading on the web - for research experiments and live applications.",0
Measuring Global Character Dimensions: An Ant Colony Optimization Approach toward Three Core Strength Scales,"{""The Values in Action (VIA) framework encompasses 24 universally valued character strengths. Recent factor-analytic work has identified three global core strengths (metatraits) that proved to be well-interpretable and cross-culturally replicable: positivity, dependability, and mastery. However, there are no short scales to economically measure these core strengths that would encourage (large-scale) survey-based research on the global level of the VIA trait space. In the present study, we selected 18 items to measure the three metatraits from the 96-item IPIP-VIA-R inventory. To optimize the item selection while considering multiple psychometric criteria simultaneously, we made use of Ant Colony Optimization. Thereby, we obtained balanced-keyed scales that cover the heterogeneous constructs well, showed good model fit and reliability across six samples from Germany and the U.K. (total N = 2,754), and achieved scalar measurement invariance across countries. Furthermore, we demonstrated each scale’s validity by locating the three core strengths in a nomological net with personality and value metatraits, life satisfaction, and behavioral criteria. Available in the public domain in English and German, these both valid and economical core strength scales may further stimulate integrative research on personality and values.""}",2024,Journal of Personality Assessment,,Psychiatry and Mental Health,Medicine,Health Sciences,BIO,2024,"the values in action (via) framework encompasses 24 universally valued character strengths. recent factor-analytic work has identified three global core strengths (metatraits) that proved to be well-interpretable and cross-culturally replicable: positivity, dependability, and mastery. however, there are no short scales to economically measure these core strengths that would encourage (large-scale) survey-based research on the global level of the via trait space. in the present study, we selected 18 items to measure the three metatraits from the 96-item ipip-via-r inventory. to optimize the item selection while considering multiple psychometric criteria simultaneously, we made use of ant colony optimization. thereby, we obtained balanced-keyed scales that cover the heterogeneous constructs well, showed good model fit and reliability across six samples from germany and the u.k. (total n = 2,754), and achieved scalar measurement invariance across countries. furthermore, we demonstrated each scale’s validity by locating the three core strengths in a nomological net with personality and value metatraits, life satisfaction, and behavioral criteria. available in the public domain in english and german, these both valid and economical core strength scales may further stimulate integrative research on personality and values.",0
Erratum: Correction: Comparison of Four Active SARS-CoV-2 Surveillance Strategies in Representative Population Sample Points: Two-Factor Factorial Randomized Controlled Trial (JMIR public health and surveillance (2023) 9 (e44204)),"{""[This corrects the article DOI: 10.2196/44204.].""}",2024,JMIR public health and surveillance,,Health Informatics,Medicine,Health Sciences,BIO,2024,[this corrects the article doi: 10.2196/44204.].,-1
Measuring Intellectual Curiosity across Cultures: Validity and Comparability of a New Scale in Six Languages,"{""Intellectual curiosity—the tendency to seek out and engage in opportunities for effortful cognitive activity—is a crucial construct in educational research and beyond. Measures of intellectual curiosity vary widely in psychometric quality, and few measures have demonstrated validity and comparability of scores across multiple languages. We analyzed a novel, six-item intellectual curiosity scale (ICS) originally developed for cross-national comparisons in the context of the OECD’s Programme for the International Assessment of Adult Competencies (PIAAC). Samples from six countries representing six national languages (U.S. Germany, France, Spain, Poland, and Japan; total N = 5,557) confirmed that the ICS possesses very good psychometric properties. The scale is essentially unidimensional and showed excellent reliability estimates. On top of factorial validity, the scale demonstrated strict measurement invariance across demographic segments (gender, age groups, and educational strata) and at least partial scalar invariance across countries. As per its convergent and divergent associations with a broad range of constructs (e.g., Open-Mindedness and other Big Five traits, Perseverance, Sensation Seeking, Job Orientations, and Vocational Interests), it also showed convincing construct validity. Given its internal and external relationships, we recommend the ICS for assessing intellectual curiosity, especially in cross-cultural research applications, yet we also point out future research areas.""}",2024,Journal of Personality Assessment,,Psychiatry and Mental Health,Medicine,Health Sciences,BIO,2024,"intellectual curiosity—the tendency to seek out and engage in opportunities for effortful cognitive activity—is a crucial construct in educational research and beyond. measures of intellectual curiosity vary widely in psychometric quality, and few measures have demonstrated validity and comparability of scores across multiple languages. we analyzed a novel, six-item intellectual curiosity scale (ics) originally developed for cross-national comparisons in the context of the oecd’s programme for the international assessment of adult competencies (piaac). samples from six countries representing six national languages (u.s. germany, france, spain, poland, and japan; total n = 5,557) confirmed that the ics possesses very good psychometric properties. the scale is essentially unidimensional and showed excellent reliability estimates. on top of factorial validity, the scale demonstrated strict measurement invariance across demographic segments (gender, age groups, and educational strata) and at least partial scalar invariance across countries. as per its convergent and divergent associations with a broad range of constructs (e.g., open-mindedness and other big five traits, perseverance, sensation seeking, job orientations, and vocational interests), it also showed convincing construct validity. given its internal and external relationships, we recommend the ics for assessing intellectual curiosity, especially in cross-cultural research applications, yet we also point out future research areas.",0
Measuring the Four Higher-Order Values in Schwartz’s Theory: Validation of a 17-Item Inventory,"{""Schwartz’s theory of basic human values is the dominant framework for assessing values. One of its strengths is that it allows for different levels of analysis. The 10 basic values can be reliably assigned to four higher-order dimensions: Openness to Change, Conservation, Self-Transcendence, and Self-Enhancement. In this paper, we examined the psychometric properties of the Higher-Order-Value Scale-17 (HOVS17), an inventory that economically assesses these higher-order values. We analyzed data from the GESIS Panel, an ongoing large-scale probability-based panel study that fields HOVS17 annually since 2013 and for which HOVS17 was originally developed. We found HOVS17 to have satisfactory psychometric properties. The 17 items were located in the two-dimensional multi-dimensional scaling (MDS) space as hypothesized. All four subscales were unidimensional, showed good fit when modeled as reflective latent variables, and had acceptable reliabilities as well as one-year test–retest stabilities (.65 to.69). The subscales correlated in theoretically plausible ways with a wide range of correlates and criteria, such as personality traits and well-being. This demonstrates that HOVS17 provides a sound basis for studying the development, precursors, and consequences of the higher-order values in the GESIS Panel and in future surveys that adopt HOVS17. We also discuss suggestions for further improvements of the inventory.""}",2024,Journal of Personality Assessment,,Psychiatry and Mental Health,Medicine,Health Sciences,BIO,2024,"schwartz’s theory of basic human values is the dominant framework for assessing values. one of its strengths is that it allows for different levels of analysis. the 10 basic values can be reliably assigned to four higher-order dimensions: openness to change, conservation, self-transcendence, and self-enhancement. in this paper, we examined the psychometric properties of the higher-order-value scale-17 (hovs17), an inventory that economically assesses these higher-order values. we analyzed data from the gesis panel, an ongoing large-scale probability-based panel study that fields hovs17 annually since 2013 and for which hovs17 was originally developed. we found hovs17 to have satisfactory psychometric properties. the 17 items were located in the two-dimensional multi-dimensional scaling (mds) space as hypothesized. all four subscales were unidimensional, showed good fit when modeled as reflective latent variables, and had acceptable reliabilities as well as one-year test–retest stabilities (.65 to.69). the subscales correlated in theoretically plausible ways with a wide range of correlates and criteria, such as personality traits and well-being. this demonstrates that hovs17 provides a sound basis for studying the development, precursors, and consequences of the higher-order values in the gesis panel and in future surveys that adopt hovs17. we also discuss suggestions for further improvements of the inventory.",0
Peace in other primates,"{""We elaborate on Glowacki's claim that humans are more capable of establishing peace than other mammals. We present three aspects suggesting caution. First, the social capabilities of nonhuman primates should not be underestimated. Second, the effect of these capabilities on peace establishment is nonmonotonous. Third, defining peace by human-centered values introduces a fallacy.""}",2024,Behavioral and Brain Sciences,,Behavioral Neuroscience,Neuroscience,Life Sciences,BIO,2024,"we elaborate on glowacki's claim that humans are more capable of establishing peace than other mammals. we present three aspects suggesting caution. first, the social capabilities of nonhuman primates should not be underestimated. second, the effect of these capabilities on peace establishment is nonmonotonous. third, defining peace by human-centered values introduces a fallacy.",0
Toward a causal model of curiosity and creativity,"{""We extend Ivancovsky et al.'s finding on the association between curiosity and creativity by proposing a sequential causal model assuming that (a) curiosity determines the motivation to seek information and that (b) creativity constitutes a capacity to act on that motivation. This framework assumes that both high levels of curiosity and creativity are necessary for information-seeking behavior.""}",2024,Behavioral and Brain Sciences,,Behavioral Neuroscience,Neuroscience,Life Sciences,BIO,2024,we extend ivancovsky et al.'s finding on the association between curiosity and creativity by proposing a sequential causal model assuming that (a) curiosity determines the motivation to seek information and that (b) creativity constitutes a capacity to act on that motivation. this framework assumes that both high levels of curiosity and creativity are necessary for information-seeking behavior.,0
Linguistic feature fusion for Arabic fake news detection and named entity recognition using reinforcement learning and swarm optimization,"{""In the context of the escalating use of social media in Arabic-speaking countries, driven by improved internet access, affordable smartphones, and a growing digital connectivity trend, this study addresses a significant challenge: the widespread dissemination of fake news. The ease and rapidity of spreading information on social media, coupled with a lack of stringent fact-checking measures, exacerbate the issue of misinformation. Our study examines how language features, especially Named Entity Recognition (NER) features, play a role in detecting fake news. We built two models: an AraBERT Multi-task Learning (MTL) based one for classifying Arabic fake news, and a token classification model that focuses on fake news NER features. The study combines embedding vectors from these models using an embedding fusion technique and applies machine learning algorithms for fake news detection in Arabic. We also introduced a feature selection algorithm named RLTTAO based on improving the Triangulation Topology Aggregation Optimizer (TTAO) performance using Reinforcement Learning and random opposition-based learning to enhance the performance by selecting relevant features, thereby improving the fusion process. Our results show that incorporating NER features enhances the accuracy of fake news detection in 5 out of 7 datasets, with an average improvement of 1.62%.""}",2024,Neurocomputing,"{""arabic fake news detection"",""deep learning"",""linguistic feature fusion"",""named entity recognition"",""reinforcement learning"",""swarm optimization""}",Cognitive Neuroscience,Neuroscience,Life Sciences,BIO,2024,"in the context of the escalating use of social media in arabic-speaking countries, driven by improved internet access, affordable smartphones, and a growing digital connectivity trend, this study addresses a significant challenge: the widespread dissemination of fake news. the ease and rapidity of spreading information on social media, coupled with a lack of stringent fact-checking measures, exacerbate the issue of misinformation. our study examines how language features, especially named entity recognition (ner) features, play a role in detecting fake news. we built two models: an arabert multi-task learning (mtl) based one for classifying arabic fake news, and a token classification model that focuses on fake news ner features. the study combines embedding vectors from these models using an embedding fusion technique and applies machine learning algorithms for fake news detection in arabic. we also introduced a feature selection algorithm named rlttao based on improving the triangulation topology aggregation optimizer (ttao) performance using reinforcement learning and random opposition-based learning to enhance the performance by selecting relevant features, thereby improving the fusion process. our results show that incorporating ner features enhances the accuracy of fake news detection in 5 out of 7 datasets, with an average improvement of 1.62%.",0
Regional differences and trends in healthy life expectancy in Germany,"{""Background: Against the background of increasing life expectancy, the question arises in which state of health the additional years of life are spent. The aim of this study is to assess for the first time regional differences in healthy life expectancy for Germany. Methods: The concept of healthy life expectancy allows for the combination of regional differences in health status and mortality in a single measure. This article uses the concept of partial healthy life expectancy. We use official data on deaths and population numbers to calculate abridged life tables. Data from the Socio-Economic Panel (SOEP) are used to determine the age- and sex-specific prevalences of health status. Regional differences are analyzed from 2002 to 2019 by dividing Germany into four regions (North, South, East, West). Results: The regional differences in healthy life expectancy in Germany are greater than differences in life expectancy, and trends in healthy life expectancy partly differ from the corresponding trends in mortality. These differences over time also vary according to age: while healthy life expectancy has tended to stagnate and, in some cases, decline among the population aged between 20 and 64, the number and proportion of years in good health has increased among older adults up to the age of 79. Conclusion: There are striking regional differences and trends in the distribution of expected years in good health in Germany. The timely identification of regionally divergent developments could facilitate the implementation of targeted health-promoting measures.""}",2024,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,"{compression,""health-related quality of life"",""partial healthy life expectancy"",""partial life expectancy"",""regional differences""}","Public Health, Environmental and Occupational Health",Medicine,Health Sciences,BIO,2024,"background: against the background of increasing life expectancy, the question arises in which state of health the additional years of life are spent. the aim of this study is to assess for the first time regional differences in healthy life expectancy for germany. methods: the concept of healthy life expectancy allows for the combination of regional differences in health status and mortality in a single measure. this article uses the concept of partial healthy life expectancy. we use official data on deaths and population numbers to calculate abridged life tables. data from the socio-economic panel (soep) are used to determine the age- and sex-specific prevalences of health status. regional differences are analyzed from 2002 to 2019 by dividing germany into four regions (north, south, east, west). results: the regional differences in healthy life expectancy in germany are greater than differences in life expectancy, and trends in healthy life expectancy partly differ from the corresponding trends in mortality. these differences over time also vary according to age: while healthy life expectancy has tended to stagnate and, in some cases, decline among the population aged between 20 and 64, the number and proportion of years in good health has increased among older adults up to the age of 79. conclusion: there are striking regional differences and trends in the distribution of expected years in good health in germany. the timely identification of regionally divergent developments could facilitate the implementation of targeted health-promoting measures.",0
Short-term quality of life assessment after sinus surgery for chronic rhinosinusitis,"{""Background Chronic rhinosinusitis (CRS) has a negative impact on health-related quality of life (HRQoL). Functional endoscopic sinus surgery (FESS) is the treatment of choice for those not responding to medical treatments. To date, the short-term effects of FESS on HRQoL are still unclear. Objective Evaluation of the short-term effects of FESS on HRQoL in CRS patients using the SNOT-22 questionnaire. Methods The results of the validated German version of the Sino-Nasal Outcome Test-22 (SNOT-22) questionnaire were analysed from 89 patients with CRS before surgery and 10-14 days (n = 77), four (n = 77), six weeks (n = 76) and 6 months (n = 71) after FESS, and compared with those of 1,000 healthy controls selected using a non-probability quota sample in accordance to the distribution of the German Microcensus. Results Compared to the preoperative mean SNOT-22 score (47.35), CRS patients significantly improved in HRQoL 10-14 days (31.75, p < 0.01), 4 weeks (25.84, p < 0.01), 6 weeks (24.16, p < 0.01) and 6 months after FESS (27.16, p < 0.01). Pre- and 6 months postoperatively, the five most important SNOT-22 items were nasal obstruction, smell and taste reduction, thick, mucous nasal secretions, need to blow the nose and postnasal drip. At the 2, 4 and 6-week follow-up, the reduction in smell and taste was most frequently perceived as limiting the HRQoL. Conclusions This follow-up study shows for the first time that the reduction in smell and taste should be treated and controlled concervatively in the short term after FESS.""}",2024,Laryngo- Rhino- Otologie,"{""chronic rhinosinusitis"",fess,""quality of life"",""short-term follow-up"",snot-22}",Otorhinolaryngology,Medicine,Health Sciences,BIO,2024,"background chronic rhinosinusitis (crs) has a negative impact on health-related quality of life (hrqol). functional endoscopic sinus surgery (fess) is the treatment of choice for those not responding to medical treatments. to date, the short-term effects of fess on hrqol are still unclear. objective evaluation of the short-term effects of fess on hrqol in crs patients using the snot-22 questionnaire. methods the results of the validated german version of the sino-nasal outcome test-22 (snot-22) questionnaire were analysed from 89 patients with crs before surgery and 10-14 days (n = 77), four (n = 77), six weeks (n = 76) and 6 months (n = 71) after fess, and compared with those of 1,000 healthy controls selected using a non-probability quota sample in accordance to the distribution of the german microcensus. results compared to the preoperative mean snot-22 score (47.35), crs patients significantly improved in hrqol 10-14 days (31.75, p < 0.01), 4 weeks (25.84, p < 0.01), 6 weeks (24.16, p < 0.01) and 6 months after fess (27.16, p < 0.01). pre- and 6 months postoperatively, the five most important snot-22 items were nasal obstruction, smell and taste reduction, thick, mucous nasal secretions, need to blow the nose and postnasal drip. at the 2, 4 and 6-week follow-up, the reduction in smell and taste was most frequently perceived as limiting the hrqol. conclusions this follow-up study shows for the first time that the reduction in smell and taste should be treated and controlled concervatively in the short term after fess.",1
Erratum: Correction: Comparison of Four Active SARS-CoV-2 Surveillance Strategies in Representative Population Sample Points: Two-Factor Factorial Randomized Controlled Trial (JMIR public health and surveillance (2023) 9 (e44204)),"{""[This corrects the article DOI: 10.2196/44204.].""}",2024,JMIR public health and surveillance,,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,BIO,2024,[this corrects the article doi: 10.2196/44204.].,1
"Pancultural Nostalgia in Action: Prevalence, Triggers, and Psychological Functions of Nostalgia Across Cultures","{""Nostalgia is a social, self-relevant, and bittersweet (although mostly positive) emotion that arises when reflecting on fond past memories and serves key psychological functions. The majority of evidence concerning the prevalence, triggers, and functions of nostalgia has been amassed in samples from a handful of largely Western cultures. If nostalgia is a fundamental psychological resource, it should perform similar functions across cultures, although its operational dynamics may be shaped by culture. This study (N = 2,606) examined dispositional nostalgia, self-reported triggers of nostalgia, and functions of experimentally induced nostalgia in young adults across 28 countries and a special administrative region of China (i.e., Hong Kong). Results indicated that nostalgia is frequently experienced across cultures, albeit better valued in more-developed countries (i.e., higher national wealth and life-expectancy). Nostalgia is triggered by psychological threats (especially in warmer countries), sensory stimuli (especially in more-developed countries), and social gatherings (especially in less-developed countries). The positive or negative affect prompted by experimentally induced nostalgia varied by country, but was mild overall. More importantly, recalling a nostalgic (vs. ordinary) memory increased social connectedness, self-continuity, and meaning in life across cultures. In less-developed countries, recalling an ordinary memory also conferred some of these functions, reducing the effect size of nostalgia. Finally, recalling a nostalgic (vs. ordinary) memory augmented state satisfaction with life in countries with lower quality of living (i.e., lower life-expectancy and life-satisfaction). Overall, findings confirm the relevance of nostalgia across a wide range of cultures and indicate cultural nuances in its functioning.""}",2024,Journal of Experimental Psychology: General,"{culture,emotion,memory,nostalgia,well-being}",Developmental Neuroscience,Neuroscience,Life Sciences,BIO,2024,"nostalgia is a social, self-relevant, and bittersweet (although mostly positive) emotion that arises when reflecting on fond past memories and serves key psychological functions. the majority of evidence concerning the prevalence, triggers, and functions of nostalgia has been amassed in samples from a handful of largely western cultures. if nostalgia is a fundamental psychological resource, it should perform similar functions across cultures, although its operational dynamics may be shaped by culture. this study (n = 2,606) examined dispositional nostalgia, self-reported triggers of nostalgia, and functions of experimentally induced nostalgia in young adults across 28 countries and a special administrative region of china (i.e., hong kong). results indicated that nostalgia is frequently experienced across cultures, albeit better valued in more-developed countries (i.e., higher national wealth and life-expectancy). nostalgia is triggered by psychological threats (especially in warmer countries), sensory stimuli (especially in more-developed countries), and social gatherings (especially in less-developed countries). the positive or negative affect prompted by experimentally induced nostalgia varied by country, but was mild overall. more importantly, recalling a nostalgic (vs. ordinary) memory increased social connectedness, self-continuity, and meaning in life across cultures. in less-developed countries, recalling an ordinary memory also conferred some of these functions, reducing the effect size of nostalgia. finally, recalling a nostalgic (vs. ordinary) memory augmented state satisfaction with life in countries with lower quality of living (i.e., lower life-expectancy and life-satisfaction). overall, findings confirm the relevance of nostalgia across a wide range of cultures and indicate cultural nuances in its functioning.",0
Strength of statistical evidence for the efficacy of cancer drugs: a Bayesian reanalysis of randomized trials supporting Food and Drug Administration approval,"{""Objectives: To quantify the strength of statistical evidence of randomized controlled trials (RCTs) for novel cancer drugs approved by the Food and Drug Administration in the last 2 decades. Study Design and Setting: We used data on overall survival (OS), progression-free survival, and tumor response for novel cancer drugs approved for the first time by the Food and Drug Administration between January 2000 and December 2020. We assessed strength of statistical evidence by calculating Bayes factors (BFs) for all available endpoints, and we pooled evidence using Bayesian fixed-effect meta-analysis for indications approved based on 2 RCTs. Strength of statistical evidence was compared among endpoints, approval pathways, lines of treatment, and types of cancer. Results: We analysed the available data from 82 RCTs corresponding to 68 indications supported by a single RCT and 7 indications supported by 2 RCTs. Median strength of statistical evidence was ambiguous for OS (BF = 1.9; interquartile range [IQR] 0.5–14.5), and strong for progression-free survival (BF = 24,767.8; IQR 109.0–7.3 × 106) and tumor response (BF = 113.9; IQR 3.0–547,100). Overall, 44 indications (58.7%) were approved without clear statistical evidence for OS improvements and 7 indications (9.3%) were approved without statistical evidence for improvements on any endpoint. Strength of statistical evidence was lower for accelerated approval compared to nonaccelerated approval across all 3 endpoints. No meaningful differences were observed for line of treatment and cancer type. This analysis is limited to statistical evidence. We did not consider nonstatistical factors (eg, risk of bias, quality of the evidence). Conclusion: BFs offer novel insights into the strength of statistical evidence underlying cancer drug approvals. Most novel cancer drugs lack strong statistical evidence that they improve OS, and a few lack statistical evidence for efficacy altogether. These cases require a transparent and clear explanation. When evidence is ambiguous, additional postmarketing trials could reduce uncertainty.""}",2024,Journal of Clinical Epidemiology,"{""bayes factor"",""cancer drugs"",evidence,""overall survival"",""regulatory approval"",""surrogate endpoints""}",Epidemiology,Medicine,Health Sciences,BIO,2024,"objectives: to quantify the strength of statistical evidence of randomized controlled trials (rcts) for novel cancer drugs approved by the food and drug administration in the last 2 decades. study design and setting: we used data on overall survival (os), progression-free survival, and tumor response for novel cancer drugs approved for the first time by the food and drug administration between january 2000 and december 2020. we assessed strength of statistical evidence by calculating bayes factors (bfs) for all available endpoints, and we pooled evidence using bayesian fixed-effect meta-analysis for indications approved based on 2 rcts. strength of statistical evidence was compared among endpoints, approval pathways, lines of treatment, and types of cancer. results: we analysed the available data from 82 rcts corresponding to 68 indications supported by a single rct and 7 indications supported by 2 rcts. median strength of statistical evidence was ambiguous for os (bf = 1.9; interquartile range [iqr] 0.5–14.5), and strong for progression-free survival (bf = 24,767.8; iqr 109.0–7.3 × 106) and tumor response (bf = 113.9; iqr 3.0–547,100). overall, 44 indications (58.7%) were approved without clear statistical evidence for os improvements and 7 indications (9.3%) were approved without statistical evidence for improvements on any endpoint. strength of statistical evidence was lower for accelerated approval compared to nonaccelerated approval across all 3 endpoints. no meaningful differences were observed for line of treatment and cancer type. this analysis is limited to statistical evidence. we did not consider nonstatistical factors (eg, risk of bias, quality of the evidence). conclusion: bfs offer novel insights into the strength of statistical evidence underlying cancer drug approvals. most novel cancer drugs lack strong statistical evidence that they improve os, and a few lack statistical evidence for efficacy altogether. these cases require a transparent and clear explanation. when evidence is ambiguous, additional postmarketing trials could reduce uncertainty.",1
