title,abstract,year,source,keyword,middle_group,cluster,topic,topic_label,topic_prob
Big Five Domains and Facets Contextualized to the Work Domain Outperform Noncontextualized Ones,"{It is well-established that personality predicts a broad range of outcomes across life domains. However, the criterion validity of personality assessments is often limited. One strategy to increase criterion validity is to move from global, noncontextualized personality assessments toward contextualized personality assessments with reference to a specific context. We investigated whether a Big Five assessment contextualized to the work domain allows for better predictions of work-related outcomes than a noncontextualized Big Five assessment. Two hundred ninety respondents completed both the standard Big Five Inventory-2 (BFI-2) and a work-specific variant thereof. In addition, they provided information on a broad range of work-related outcomes (job satisfaction, turnover intentions, organizational citizenship behavior, burnout risk, and occupational commitment), as well as on global health, a not strictly work-related outcome. Results showed that the contextualized personality assessment generally outperformed the noncontextualized one in terms of criterion validity for all outcomes, with the exception of global health. This applied to both the five broad personality domains and the 15 narrow personality facets. We conclude that if maximizing criterion validity in the work domain is the goal, contextualized personality assessments are preferable to noncontextualized ones.}",2024,Journal of Individual Differences,"{big five domains and facets,contextualized personality assessment,criterion validity,work domain}",Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.7215821031083888
The Coronavirus Anxiety Scale: Cross-National Measurement Invariance and Convergent Validity Evidence,"{Coronavirus Anxiety Scale (CAS)is a widely used measure that captures somatic symptoms of coronavirus- related anxiety. In a large-scale collaboration spanning 60 countries (Ntotal = 21,513), we examined the CAS’s measurement invariance and assessed the convergent validity of CAS scores in relation to the fear of COVID-19(FCV-19S) and the satisfaction with life (SWLS-3) scales. We utilized both conventional exact invariance tests and alignmentprocedures,with results revealing that the single-factor model fit the data well in almost all countries. Partial scalar invariance was supported in a subset of 56 countries. To ensure the robustness of results, given the unbalanced samples, we employed resampling techniques both with and without replacement and found the results were more stable in larger samples. The alignment procedure demonstrated a high degree of measurement invariance with 9% of the parameters exhibiting non-invariance. Wealso conducted simulations of alignment using the parameters estimated in the current model. Findings demonstrated reliability of the means but indicated challenges in estimating the latent variances. Strong positive correlations between CAS and FCV-19S estimated with all three different approaches were found in most countries. Correlations of CAS and SWLS-3were weakandnegativebutsignificantly differed from zero in several countries. Overall, the study provided support for the measurement invariance of the CAS and offered evidence of its convergent validity while also highlighting issues with variance estimation.}",2024,Psychological Assessment,"{alignment,coronavirus anxiety,culture,measurement invariance,validity}",Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",0.859325791205288
Regional differences and trends in healthy life expectancy in Germany,"{Background: Against the background of increasing life expectancy, the question arises in which state of health the additional years of life are spent. The aim of this study is to assess for the first time regional differences in healthy life expectancy for Germany. Methods: The concept of healthy life expectancy allows for the combination of regional differences in health status and mortality in a single measure. This article uses the concept of partial healthy life expectancy. We use official data on deaths and population numbers to calculate abridged life tables. Data from the Socio-Economic Panel (SOEP) are used to determine the age- and sex-specific prevalences of health status. Regional differences are analyzed from 2002 to 2019 by dividing Germany into four regions (North, South, East, West). Results: The regional differences in healthy life expectancy in Germany are greater than differences in life expectancy, and trends in healthy life expectancy partly differ from the corresponding trends in mortality. These differences over time also vary according to age: while healthy life expectancy has tended to stagnate and, in some cases, decline among the population aged between 20 and 64, the number and proportion of years in good health has increased among older adults up to the age of 79. Conclusion: There are striking regional differences and trends in the distribution of expected years in good health in Germany. The timely identification of regionally divergent developments could facilitate the implementation of targeted health-promoting measures.}",2024,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,"{compression,health-related quality of life,partial healthy life expectancy,partial life expectancy,regional differences}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.46096663251950726
Measuring Global Character Dimensions: An Ant Colony Optimization Approach toward Three Core Strength Scales,"{The Values in Action (VIA) framework encompasses 24 universally valued character strengths. Recent factor-analytic work has identified three global core strengths (metatraits) that proved to be well-interpretable and cross-culturally replicable: positivity, dependability, and mastery. However, there are no short scales to economically measure these core strengths that would encourage (large-scale) survey-based research on the global level of the VIA trait space. In the present study, we selected 18 items to measure the three metatraits from the 96-item IPIP-VIA-R inventory. To optimize the item selection while considering multiple psychometric criteria simultaneously, we made use of Ant Colony Optimization. Thereby, we obtained balanced-keyed scales that cover the heterogeneous constructs well, showed good model fit and reliability across six samples from Germany and the U.K. (total N = 2,754), and achieved scalar measurement invariance across countries. Furthermore, we demonstrated each scale’s validity by locating the three core strengths in a nomological net with personality and value metatraits, life satisfaction, and behavioral criteria. Available in the public domain in English and German, these both valid and economical core strength scales may further stimulate integrative research on personality and values.}",2024,Journal of Personality Assessment,,Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.7884046504624871
EyeLiveMetrics: Real-time Analysis of Online Reading with Eye Tracking,"{Existing eye tracking software have certain limitations, especially with respect to monitoring reading online: (1) Most eye tracking software record eye tracking data as raw coordinates and stimuli as screen images/videos, but without inherent links between both. Analysts must draw areas of interest (AOIs) on webpage text for more fine-grained reading analysis. (2) The computation and analysis of fixation and reading metrics are done after the experiment and thus cannot be used for live applications. We present EyeLiveMetrics, a browser plugin that automatically maps raw gaze coordinates to text in real time. The plugin instantly calculates, stores, and provides fixation, saccade, and reading measures on words and paragraphs so that gaze behavior can be analyzed immediately. We also discuss the results of a comparative evaluation. EyeLiveMetrics offers a flexible way to measure reading on the web - for research experiments and live applications.}",2024,Eye Tracking Research and Applications Symposium (ETRA),"{browser plugin,eye tracking,online reading,reading metrics,real-time analysis}",Neuroscience,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",0.7911357472147742
Erratum: Correction: Comparison of Four Active SARS-CoV-2 Surveillance Strategies in Representative Population Sample Points: Two-Factor Factorial Randomized Controlled Trial (JMIR public health and surveillance (2023) 9 (e44204)),{[This corrects the article DOI: 10.2196/44204.].},2024,JMIR public health and surveillance,,Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",1.0
Short-term quality of life assessment after sinus surgery for chronic rhinosinusitis,"{Background Chronic rhinosinusitis (CRS) has a negative impact on health-related quality of life (HRQoL). Functional endoscopic sinus surgery (FESS) is the treatment of choice for those not responding to medical treatments. To date, the short-term effects of FESS on HRQoL are still unclear. Objective Evaluation of the short-term effects of FESS on HRQoL in CRS patients using the SNOT-22 questionnaire. Methods The results of the validated German version of the Sino-Nasal Outcome Test-22 (SNOT-22) questionnaire were analysed from 89 patients with CRS before surgery and 10-14 days (n = 77), four (n = 77), six weeks (n = 76) and 6 months (n = 71) after FESS, and compared with those of 1,000 healthy controls selected using a non-probability quota sample in accordance to the distribution of the German Microcensus. Results Compared to the preoperative mean SNOT-22 score (47.35), CRS patients significantly improved in HRQoL 10-14 days (31.75, p < 0.01), 4 weeks (25.84, p < 0.01), 6 weeks (24.16, p < 0.01) and 6 months after FESS (27.16, p < 0.01). Pre- and 6 months postoperatively, the five most important SNOT-22 items were nasal obstruction, smell and taste reduction, thick, mucous nasal secretions, need to blow the nose and postnasal drip. At the 2, 4 and 6-week follow-up, the reduction in smell and taste was most frequently perceived as limiting the HRQoL. Conclusions This follow-up study shows for the first time that the reduction in smell and taste should be treated and controlled concervatively in the short term after FESS.}",2024,Laryngo- Rhino- Otologie,"{chronic rhinosinusitis,fess,quality of life,short-term follow-up,snot-22}",Medicine,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.6667870740355216
Measuring the Four Higher-Order Values in Schwartz’s Theory: Validation of a 17-Item Inventory,"{Schwartz’s theory of basic human values is the dominant framework for assessing values. One of its strengths is that it allows for different levels of analysis. The 10 basic values can be reliably assigned to four higher-order dimensions: Openness to Change, Conservation, Self-Transcendence, and Self-Enhancement. In this paper, we examined the psychometric properties of the Higher-Order-Value Scale-17 (HOVS17), an inventory that economically assesses these higher-order values. We analyzed data from the GESIS Panel, an ongoing large-scale probability-based panel study that fields HOVS17 annually since 2013 and for which HOVS17 was originally developed. We found HOVS17 to have satisfactory psychometric properties. The 17 items were located in the two-dimensional multi-dimensional scaling (MDS) space as hypothesized. All four subscales were unidimensional, showed good fit when modeled as reflective latent variables, and had acceptable reliabilities as well as one-year test–retest stabilities (.65 to.69). The subscales correlated in theoretically plausible ways with a wide range of correlates and criteria, such as personality traits and well-being. This demonstrates that HOVS17 provides a sound basis for studying the development, precursors, and consequences of the higher-order values in the GESIS Panel and in future surveys that adopt HOVS17. We also discuss suggestions for further improvements of the inventory.}",2024,Journal of Personality Assessment,,Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",1.0
Measuring Intellectual Curiosity across Cultures: Validity and Comparability of a New Scale in Six Languages,"{Intellectual curiosity—the tendency to seek out and engage in opportunities for effortful cognitive activity—is a crucial construct in educational research and beyond. Measures of intellectual curiosity vary widely in psychometric quality, and few measures have demonstrated validity and comparability of scores across multiple languages. We analyzed a novel, six-item intellectual curiosity scale (ICS) originally developed for cross-national comparisons in the context of the OECD’s Programme for the International Assessment of Adult Competencies (PIAAC). Samples from six countries representing six national languages (U.S. Germany, France, Spain, Poland, and Japan; total N = 5,557) confirmed that the ICS possesses very good psychometric properties. The scale is essentially unidimensional and showed excellent reliability estimates. On top of factorial validity, the scale demonstrated strict measurement invariance across demographic segments (gender, age groups, and educational strata) and at least partial scalar invariance across countries. As per its convergent and divergent associations with a broad range of constructs (e.g., Open-Mindedness and other Big Five traits, Perseverance, Sensation Seeking, Job Orientations, and Vocational Interests), it also showed convincing construct validity. Given its internal and external relationships, we recommend the ICS for assessing intellectual curiosity, especially in cross-cultural research applications, yet we also point out future research areas.}",2024,Journal of Personality Assessment,,Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.793274805360246
Peace in other primates,"{We elaborate on Glowacki's claim that humans are more capable of establishing peace than other mammals. We present three aspects suggesting caution. First, the social capabilities of nonhuman primates should not be underestimated. Second, the effect of these capabilities on peace establishment is nonmonotonous. Third, defining peace by human-centered values introduces a fallacy.}",2024,Behavioral and Brain Sciences,,Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",1.0
Toward a causal model of curiosity and creativity,{We extend Ivancovsky et al.'s finding on the association between curiosity and creativity by proposing a sequential causal model assuming that (a) curiosity determines the motivation to seek information and that (b) creativity constitutes a capacity to act on that motivation. This framework assumes that both high levels of curiosity and creativity are necessary for information-seeking behavior.},2024,Behavioral and Brain Sciences,,Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",1.0
Erratum: Correction: Comparison of Four Active SARS-CoV-2 Surveillance Strategies in Representative Population Sample Points: Two-Factor Factorial Randomized Controlled Trial (JMIR public health and surveillance (2023) 9 (e44204)),{[This corrects the article DOI: 10.2196/44204.].},2024,JMIR public health and surveillance,,Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",0.8584636415765791
Linguistic feature fusion for Arabic fake news detection and named entity recognition using reinforcement learning and swarm optimization,"{In the context of the escalating use of social media in Arabic-speaking countries, driven by improved internet access, affordable smartphones, and a growing digital connectivity trend, this study addresses a significant challenge: the widespread dissemination of fake news. The ease and rapidity of spreading information on social media, coupled with a lack of stringent fact-checking measures, exacerbate the issue of misinformation. Our study examines how language features, especially Named Entity Recognition (NER) features, play a role in detecting fake news. We built two models: an AraBERT Multi-task Learning (MTL) based one for classifying Arabic fake news, and a token classification model that focuses on fake news NER features. The study combines embedding vectors from these models using an embedding fusion technique and applies machine learning algorithms for fake news detection in Arabic. We also introduced a feature selection algorithm named RLTTAO based on improving the Triangulation Topology Aggregation Optimizer (TTAO) performance using Reinforcement Learning and random opposition-based learning to enhance the performance by selecting relevant features, thereby improving the fusion process. Our results show that incorporating NER features enhances the accuracy of fake news detection in 5 out of 7 datasets, with an average improvement of 1.62%.}",2024,Neurocomputing,"{arabic fake news detection,deep learning,linguistic feature fusion,named entity recognition,reinforcement learning,swarm optimization}",Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.7765129896552475
Chinese text recognition and knowledge graph of Shen Nong Ben Cao Jing based on BERT pretrained language models,"{Objective: To construct the knowledge graph of Shen Nong Ben Cao Jing, analyze basic knowledge of materia medica, explore implicit knowledge, and conduct visualization display, as well as provide methodological references for the study of ancient traditional Chinese medicine (TCM) books. Background: The research and utilization of ancient TCM books are relatively limited at present. With the rapid development of artificial intelligence, knowledge graph-related technology has brought light to this field. Methods: The types of knowledge entities and relationships between entities in Shen Nong Ben Cao Jing were analyzed. A training corpus data set was produced by using the begin-inside-outside sequence labeling method, a self-developed Chinese natural language processing text labeling system was used for text labeling, the bidirectional encoder representations from transformers model was used to recognize named entities, the relationships between entities were set based on rules and semantic associations, the data into the Neo4j-community 4.4.9 graph database was imported by using Cypher language for storage and visualization display after knowledge fusion, and finally, a knowledge graph was constructed. Results: The knowledge graph of Shen Nong Ben Cao Jing included 5273 nodes and 11,064 relationships. The schema layer contained 14 entity types and 15 relationship types. Through the query, knowledge can be visualized from the aspects of classification, property, and 7 mutual relationships of herbal combinations. Conclusion: The knowledge graph constructed in this study directly reflects the knowledge recorded in Shen Nong Ben Cao Jing and the relationship between them, which is suitable for knowledge mining and intuitive multidimensional display of ancient TCM books.}",2024,Guidelines and Standards in Chinese Medicine,"{knowledge graph,materia medica knowledge,named entity recognition,shen nong ben cao jing}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.8904464200905778
"Pancultural Nostalgia in Action: Prevalence, Triggers, and Psychological Functions of Nostalgia Across Cultures","{Nostalgia is a social, self-relevant, and bittersweet (although mostly positive) emotion that arises when reflecting on fond past memories and serves key psychological functions. The majority of evidence concerning the prevalence, triggers, and functions of nostalgia has been amassed in samples from a handful of largely Western cultures. If nostalgia is a fundamental psychological resource, it should perform similar functions across cultures, although its operational dynamics may be shaped by culture. This study (N = 2,606) examined dispositional nostalgia, self-reported triggers of nostalgia, and functions of experimentally induced nostalgia in young adults across 28 countries and a special administrative region of China (i.e., Hong Kong). Results indicated that nostalgia is frequently experienced across cultures, albeit better valued in more-developed countries (i.e., higher national wealth and life-expectancy). Nostalgia is triggered by psychological threats (especially in warmer countries), sensory stimuli (especially in more-developed countries), and social gatherings (especially in less-developed countries). The positive or negative affect prompted by experimentally induced nostalgia varied by country, but was mild overall. More importantly, recalling a nostalgic (vs. ordinary) memory increased social connectedness, self-continuity, and meaning in life across cultures. In less-developed countries, recalling an ordinary memory also conferred some of these functions, reducing the effect size of nostalgia. Finally, recalling a nostalgic (vs. ordinary) memory augmented state satisfaction with life in countries with lower quality of living (i.e., lower life-expectancy and life-satisfaction). Overall, findings confirm the relevance of nostalgia across a wide range of cultures and indicate cultural nuances in its functioning.}",2024,Journal of Experimental Psychology: General,"{culture,emotion,memory,nostalgia,well-being}",Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",1.0
EyeLiveMetrics: Real-time Analysis of Online Reading with Eye Tracking,"{Existing eye tracking software have certain limitations, especially with respect to monitoring reading online: (1) Most eye tracking software record eye tracking data as raw coordinates and stimuli as screen images/videos, but without inherent links between both. Analysts must draw areas of interest (AOIs) on webpage text for more fine-grained reading analysis. (2) The computation and analysis of fixation and reading metrics are done after the experiment and thus cannot be used for live applications. We present EyeLiveMetrics, a browser plugin that automatically maps raw gaze coordinates to text in real time. The plugin instantly calculates, stores, and provides fixation, saccade, and reading measures on words and paragraphs so that gaze behavior can be analyzed immediately. We also discuss the results of a comparative evaluation. EyeLiveMetrics offers a flexible way to measure reading on the web - for research experiments and live applications.}",2024,Eye Tracking Research and Applications Symposium (ETRA),"{browser plugin,eye tracking,online reading,reading metrics,real-time analysis}",Medicine,BIO,-1,"sport, snot, chronic rhinosinusitis, type crssnp, tissue",0.6956969424978576
Aspects of Utilization of Psychotherapy in Germany in Times of the GDR and Later,"{Objective The aim of the study was to examine real differences in the use of psychotherapy in the New Federal States during the GDR era and today. In addition, differences according to the willingness seeking psychotherapy as well as barriers in opinions and contact to the mentally ill between people from the New Federal States, the Old Federal States and people who moved from the New Federal States to the Old Federal States (internal migrants) should be recorded, taking into account generational effects (experience of the Cold War - birth before / after January 1 st, 1980). Methods To investigate these questions, the data from a representative survey in the New Federal States of N=2729 people as well as the data from a second online based survey of people from the New and Old Federal States as well as internal migrants with a total of N=4789 participants were evaluated. Results There was a prevalence of 1% for the use of psychotherapy during the GDR era. Overall, the prevalence of therapy experiences among people who experienced the GDR and were born before January 1 st in 1980 was almost 13%. They also reported greater willingness seeking help for mental suffering since the end of the Cold War. The prevalence among younger people was about 12%. In the second survey, there were significant differences, among the older respondents. East Germans today and even during the GDR era were less willing to seek psychotherapy for mental suffering, they also have less contact to mentally ill people. Differences according to desires for distance from mentally ill people, self stigmatization in the presence of a mental illness and discrimination against mentally ill people emerged between East Germans, West Germans and internal migrants depending on generational affiliation. Discussion Barriers that prevent the use of psychotherapy should be taken into account on a generational and socialization specific basis. Socialization as a relevant factor might explain a lack of willingness to utilize psychotherapy amongst people that experienced the GDR era and still live in the new Federal States.}",2024,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,"{gdr,helpseeking,psychotherapy}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.4865564268171442
Strength of statistical evidence for the efficacy of cancer drugs: a Bayesian reanalysis of randomized trials supporting Food and Drug Administration approval,"{Objectives: To quantify the strength of statistical evidence of randomized controlled trials (RCTs) for novel cancer drugs approved by the Food and Drug Administration in the last 2 decades. Study Design and Setting: We used data on overall survival (OS), progression-free survival, and tumor response for novel cancer drugs approved for the first time by the Food and Drug Administration between January 2000 and December 2020. We assessed strength of statistical evidence by calculating Bayes factors (BFs) for all available endpoints, and we pooled evidence using Bayesian fixed-effect meta-analysis for indications approved based on 2 RCTs. Strength of statistical evidence was compared among endpoints, approval pathways, lines of treatment, and types of cancer. Results: We analysed the available data from 82 RCTs corresponding to 68 indications supported by a single RCT and 7 indications supported by 2 RCTs. Median strength of statistical evidence was ambiguous for OS (BF = 1.9; interquartile range [IQR] 0.5–14.5), and strong for progression-free survival (BF = 24,767.8; IQR 109.0–7.3 × 106) and tumor response (BF = 113.9; IQR 3.0–547,100). Overall, 44 indications (58.7%) were approved without clear statistical evidence for OS improvements and 7 indications (9.3%) were approved without statistical evidence for improvements on any endpoint. Strength of statistical evidence was lower for accelerated approval compared to nonaccelerated approval across all 3 endpoints. No meaningful differences were observed for line of treatment and cancer type. This analysis is limited to statistical evidence. We did not consider nonstatistical factors (eg, risk of bias, quality of the evidence). Conclusion: BFs offer novel insights into the strength of statistical evidence underlying cancer drug approvals. Most novel cancer drugs lack strong statistical evidence that they improve OS, and a few lack statistical evidence for efficacy altogether. These cases require a transparent and clear explanation. When evidence is ambiguous, additional postmarketing trials could reduce uncertainty.}",2024,Journal of Clinical Epidemiology,"{bayes factor,cancer drugs,evidence,overall survival,regulatory approval,surrogate endpoints}",Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",1.0
Short-and long-term health effects of job insecurity. Fixed effects panel analysis of German data,"{Objective Previous research has linked job insecurity to health deterioration. The risk accumulation model suggests that health effects of job insecurity may persist even after job security is restored, yet long-term empirical analyses are scarce. Our study evaluates the long-term effects of accumulated exposures to affective job insecurity on mental and physical health among the working-age population in Germany. Method Using data from the German Socioeconomic Panel (12 624 individuals; 84 219 observations), we applied panel regression models with individual fixed effects to assess short-and long-term health changes associated with affective job insecurity. Job insecurity was measured by respondents’ worries about job security. Mental and physical health was recorded with the SF-12 scale. Results Job insecurity correlated with short-term worsening in mental and physical health. However, after job insecurity ceased, health recovery was incomplete resulting in a long-term health deterioration. The long-term effects were larger among respondents who accumulated more instances of job insecurity, and showed a similar pattern for mental and physical health. An additional analysis documented stronger health effects of job insecurity among lower educated persons. Conclusion Our study is one of the first to empirically demonstrate the negative long-term health effects of job insecurity. Our findings for a well-protected labor market like Germany’s, suggest that the health risks associated with job insecurity may be substantial and potentially underestimated by studies that focus solely on short-term effects.}",2025,"Scandinavian Journal of Work, Environment and Health","{affective job insecurity,cumulative advantage,health trajectory,incremental effect,precarious employment,precarious work,precarity,repeated exposure,risk accumulation,scarring effect,sf-12,soep}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.4457383160002196
Early Expressive and Receptive Language Development in Preterm vs Full-Term Children: A Meta-Analysis,"{CONTEXT: Although studies suggest that preterm children are more likely to develop speech or language disorders later in life, language differences between preterm and full-term children in early childhood are not fully understood. OBJECTIVE: To investigate the early development of receptive and expressive language in preterm children compared with full-term children by conducting a meta-analysis. DATA SOURCES: Scopus, Web of Science, and EBSCO were searched in January 2024. STUDY SELECTION: Studies reporting receptive and/or expressive language using the Bayley Scales of Infant and Toddler Development, version 3 or 4, or vocabulary comprehension and/or production using the MacArthur-Bates Communicative Development Inventory. Studies comparing preterm and full-term children in the first 18 months of corrected age. DATA EXTRACTION: Study outcomes were transformed into Hedges g and synthesized using robust variance estimation. Risk of bias was assessed by visual inspection of funnel plots and Egger’s regression test. RESULTS: Of 9464 records, a total of 34 studies using 21 individual datasets were eligible (N = 1825). Results indicate that preterm children score lower in receptive (g = −0.40; 95% CI, −0.60 to −0.19) and expressive (g = −0.44; 95% CI, −0.63 to −0.25) language. For receptive language, the difference increases with age and was higher for preterm children with lower gestational age and birth weight. LIMITATIONS: Only published studies and only English publications. CONCLUSION: When in infancy and toddlerhood, preterm children score lower in receptive and expressive language. The results highlight the importance of early identification and intervention, especially for preterm children.}",2025,Pediatrics,,Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.5651163197439091
Patient-Specific Factors to Differentiate Between Branchial Cleft Cysts and CUP Syndrome: A 10 Year Unicenter Study,"{Objectives: Due to its generally-poor prognosis and varied clinical presentation, cervical cancer of unknown primary (CUP) poses particular challenges for clinical and imaging diagnosis. Differential diagnoses of CUP syndrome may also include lateral cervical cysts. When a benign neck cyst is initially suspected, squamous cell carcinoma is often diagnosed after receiving histopathology. Our study investigates the risk factors to differentiate between CUP syndrome and lateral neck cysts (LNC) to possibly improve the prognosis. Methods: Between 2013 and 2023, 244 patients with an initial diagnosis of LNC (n = 121) or CUP (n = 123) were recruited from the Department of Otorhinolaryngology of Heidelberg University Hospital and underwent panendoscopy with lymph node removal. In general, disease- and progression-free survival, prognostic relevant risk factors, and treatment data were recorded and analyzed. Results: The mean age of patients with CUP was significantly higher at 65 ± 13.2 years than that of patients with LNC (41 ± 15.8 years; P =.000). The calculated cutoff value was 50 to 59 years for a 50% chance of CUP syndrome or other malignant neck mass. Alcohol and tobacco consumption were not found to be risk factors. Previous tumor diseases were diagnosed more frequently in patients with CUP than in patients with LNC (P =.045). The 5 year overall survival for patients with CUP was 77.0% and did not differ significantly between the other various tumor entities (P =.423). Conclusions: The consideration of patient-specific factors such as age or synchronous/asynchronous malignancies is crucial in the diagnostic decision-making process. In the age group of 50 to 59 years, there is ~50% probability of diagnosing CUP syndrome with unilateral painless neck swelling. A thorough clinical examination using panendoscopy with at least 1 unilateral tonsillectomy and biopsies from the base of the tongue is essential to detect a possible primarius early and improve the prognosis.}",2025,"Ear, Nose and Throat Journal","{branchial cleft cysts,cup diagnostics and therapy,cup syndrome,head and neck cancer,risk factors}",Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",1.0
Scoring German Alternate Uses Items Applying Large Language Models,"{The alternate uses task (AUT) is the most popular measure when it comes to the assessment of creative potential. Since their implementation, AUT responses have been rated by humans, which is a laborious task and requires considerable resources. Large language models (LLMs) have shown promising performance in automatically scoring AUT responses in English as well as in other languages, but it is not clear which method works best for German data. Therefore, we investigated the performance of different LLMs for the automated scoring of German AUT responses. We compiled German data across five research groups including ~50,000 responses for 15 different alternate uses objects from eight lab and online survey studies (including ~2300 participants) to examine generalizability across datasets and assessment conditions. Following a pre-registered analysis plan, we compared the performance of two fine-tuned, multilingual LLM-based approaches [Cross-Lingual Alternate Uses Scoring (CLAUS) and the Open Creativity Scoring with Artificial Intelligence (OCSAI)] with the Generative Pre-trained Transformer (GPT-4) in scoring (a) the original German AUT responses and (b) the responses translated to English. We found that the LLM-based scorings were substantially correlated with human ratings, with higher relationships for OCSAI followed by GPT-4 and CLAUS. Response translation, however, had no consistent positive effect. We discuss the generalizability of the results across different items and studies and derive recommendations and future directions.}",2025,Journal of Intelligence,"{alternate uses task,assessment,automated scoring,creativity,divergent thinking,german,gpt,large language models}",Neuroscience,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.5558426935706696
"The baseline examinations of the German National Cohort (NAKO): recruitment protocol, response, and weighting","{The German National Cohort (NAKO) is the largest population-based epidemiologic cohort study in Germany and investigates the causes of the most common chronic diseases. Between 2014 and 2019, a total of 1.3 million residents aged 20–69 years from 16 German regions were randomly selected from the general population and invited to participate following a highly standardized recruitment protocol. The overall response was 15.6% and differed considerably across study centers (7.6–30.7%). Females were more likely to participate than males (17.5% vs. 14.1%) and participation increased with age (10.2% in age group “ < 29 years” up to 20.7% in age group “ > 60 years”). Across all study regions, response was highest in rural areas (22.3%), followed by towns and suburbs (17.2%), and was lowest in cities (14.5%). Compared with the general population in the respective study regions, participants with low and medium education are underrepresented in the NAKO sample, while highly educated participants are overrepresented. Participants with non-German nationality and with a migration background are also underrepresented. Participants living in single households are underrepresented, while participants from larger households (2 or more persons) are overrepresented compared to the general population. Survey weights are made available to researchers along with the study data that account for the sampling design and adjust for differences in the distribution of age, sex, nationality (German vs. non-German), migration status, education, and household size.}",2025,European Journal of Epidemiology,"{cohort studies,correction weights,epidemiology,nonresponse,participation,population-based,response,sample design,survey weights}",Medicine,BIO,0,"german, uncertainty, childhood, psychotherapy, life expectancy",0.48857815184620623
How to identify cystic lateral neck mass from CUP-like lesions: a diagnostic challenge,"{Objective A cystic lateral neck mass in adults represents a major challenge, as it can be difficult to distinguish between benign and malignant lesions. The incidence of carcinoma in initially benign treated neck cysts is estimated to be as high as 24 %. The objective of this study was to ascertain the malignancy rate of cystic cervical masses and to provide a differentiation of cervical metastases in comparison to benign cervical cysts, utilising current guidelines. Material and Methods Between 2013 and 2023, a total of 155 patients with a suspected diagnosis of lateral neck cyst were recruited at the Department of Otorhinolaryngology at our University Hospital. All patients underwent cyst removal, either alone or in conjunction with panendoscopy. Results A histologically confirmed ipsilateral lymph node metastasis was identified in 21.9 % of patients. The mean age of patients with malignant neck masses was significantly higher than that of patients with benign neck masses (64.0 ± 12.8 versus 41.0 ± 15.8; p < 0.001). The probability of malignancy was low in patients younger than 54 years (11 %), but increased markedly to 80 % in the age group of 60-69 years. The clinical sensitivity for initial suspicion of a benign neck cyst was 60.3%, while the specificity was 48.7%. Conclusions An individualized approach is necessary for the early diagnosis and treatment of unilateral neck cysts, as this condition requires a multifaceted assessment based on the patient’s medical history, clinical findings, imaging, and clinical expertise. We advise that patients over the age of 40 years undergo image morphological staging, a “no-touch” panendoscopy, and histological confirmation.}",2025,Laryngo- Rhino- Otologie,"{branchial cleft cysts,cup syndrome,head and neck cancer,neck cysts,risk factors}",Medicine,BIO,1,"neck, baymedr, cup, prescreening, equivalence non inferiority",1.0
