title,abstract,year,source,keyword,middle_group,cluster,topic,topic_label,topic_prob
Multi-label classification of open-ended questions with BERT,"{Open-ended questions in surveys are valuable because they do not constrain the respondent's answer, thereby avoiding biases. However, answers to open-ended questions are text data which are harder to analyze. Traditionally, answers were manually classified as specified in the coding manual. In the last 10 years, researchers have tried to automate coding. Most of the effort has gone into the easier problem of single label prediction, where answers are classified into a single code. However, open-ends that require multi-label classification, i.e., that are assigned multiple codes, occur frequently. This paper focuses on multi-label classification of text answers to open-ended survey questions in social science surveys. Here, open-ends are frequently mildly multi-label, where the average number of labels per answer text is relatively low. We evaluate the performance of the transformer-based architecture BERT for the German language in comparison to traditional multi-label algorithms (Binary Relevance, Label Powerset, ECC) in a German social science survey, the GLES Panel (N=17,584, 55 labels). We evaluate the algorithms on 0/1 loss. We find that classification with BERT (forcing at least one label) has the smallest 0/1 loss (13.1%) among methods considered (18.9%-21.6%). Our work has important implications for social scientists: 1) Multi-label classification with BERT works in the German language for open-ends. 2) For mildly multi-label classification tasks, the loss now appears small enough to allow for fully automatic classification. Previously, the loss was more substantial, usually requiring semiautomatic approaches. 3) Unlike the nearest competitor, ECC, multi-label classification with BERT requires only a single model for all labels.}",2023,"2023 Big Data Meets Survey Science, BigSurv 2023","{all-that-apply,ecc,label powerset,open-ends,survey methodology}",Decision Sciences,SS,15,"closed, quality, pretesting, coding, interviewing",0.9459307648234652
"GSAP-NER: A Novel Task, Corpus, and Baseline for Scholarly Entity Extraction Focused on Machine Learning Models and Datasets","{Named Entity Recognition (NER) models play a crucial role in various NLP tasks, including information extraction (IE) and text understanding. In academic writing, references to machine learning models and datasets are fundamental components of various computer science publications and necessitate accurate models for identification. Despite the advancements in NER, existing ground truth datasets do not treat fine-grained types like ML model and model architecture as separate entity types, and consequently, baseline models cannot recognize them as such. In this paper, we release a corpus of 100 manually annotated full-text scientific publications and a first baseline model for 10 entity types centered around ML models and datasets. In order to provide a nuanced understanding of how ML models and datasets are mentioned and utilized, our dataset also contains annotations for informal mentions like “our BERT-based model” or “an image CNN”. You can find the ground truth dataset and code to replicate model training at https://data.gesis.org/gsap/gsap-ner.}",2023,Findings of the Association for Computational Linguistics: EMNLP 2023,,Arts and Humanities,SS,9,"government, metadata, channels, recognition, energy",0.029640520302839844
Special elections in alternative vote electoral systems: Exploring turnout and the vote in Irish by-elections 1923–2019,"{Most literature on special elections has focused on first-past-the-post contests and on the performance of governments. Turnout, candidates, and how the electoral system impacts the result have received less attention. This contribution fills these voids by exploring special elections in Ireland, elections conducted under the alternative vote system. Taking a multifaceted approach, it investigates the correlates of turnout, the impact of candidates and the decisive effect of lower preferences, while also testing multiple explanations of government performance. I find Irish special elections live up to the by-election truisms of lower turnout and government loss. Government performance is associated with national economic conditions. By-election victory is more likely among candidates with familial lineage and former members of parliament. Where they come into play, one in five candidates owe their victory to lower preferences.}",2023,British Journal of Politics and International Relations,"{alternative vote,by-elections,government performance,ireland,special elections,turnout}",Social Sciences,SS,0,"germany, migration, differences, personality, election",0.13215231547869072
The smartphone as a tool for mobile communication research: Assessing mobile campaign perceptions and effects with experience sampling,"{Mobile communication differs from other forms of mediated communication in terms of connectedness, dynamics, omnipresence, and interactivity. Consequently, it can be difficult for scholars to investigate mobile communication using traditional research methods. The main goal of this article is to show how the mobile experience sampling method (MESM), in combination with data donations, can be useful for addressing the challenges of mobile communication research. We explicate the design using an experience-sampling study that was conducted on mobile campaigning during the Dutch 2021 national election. Using this case, we discuss how MESM can be extended and combined with other data sources, such as tracking data, GPS, and sensory data, to address the challenges of mobile communication effects research and facilitate future studies.}",2023,New Media and Society,"{data donations,longitudinal methods,mobile communication,mobile experience sampling}",Social Sciences,SS,-1,"energy, political, moderation, network, europe",0.03611494886043878
Digitalisation as a Prospect for Work–Life Balance and Inclusion: A Natural Experiment in German Hospitals,"{Digitalisation has a wide range of impacts on the workplace, such as enabling new work models with flexible work sched-ules, changing work content, or increasing workplace control. These changes directly affect not only individuals’ work but also their private lives. Scholars theorise that digitalisation either enables or impedes workers’ ability to maximise their work–life balance, which in turn fosters or inhibits the social inclusion of some societal groups and reduces or reproduces social inequalities. Focusing on the German healthcare sector, I explore the impact of using networked digital technologies on work–life balance, and whether it influences gender and educational inequalities. Pressured by government, economic concerns, and medical innovation, this sector is undergoing a transformation process that is expediting the introduction of new networked digital technologies. Thus, it provides an ideal setting for empirical investigation, as one core assumption about digitalisation is that technological innovation at work has societal consequences that must be individually mastered. To assess the relationship between digitalisation and work–life balance, I use survey data from hospital employees on the use of networked digital technologies and individual outcomes. The research is designed as a natural experiment. The treatment group comprises employees at a university hospital equipped with cutting‐edge networked digital technologies (N = 1,117); the control group comprises employees at several church‐owned hospitals (N = 415) with a level of digitalisation corresponding to the average for the sector. I first discuss confounders and then employ quantitative methods to establish a link between digitalisation and work–life balance, assess its direction, and address gender and educational inequalities.}",2023,Social Inclusion,"{digitalisation,germany,healthcare,social inclusion,social inequality,work–life balance}",Psychology,SS,12,"digital, frameworks, social science, measurement invariance, error",0.13439760227889272
This Is What Pandemic Looks Like: Visual Framing of COVID-19 on Search Engines,"{In this chapter, we conduct a comparative analysis of how different search engines prioritize visual information related to COVID-19 and what consequences it has for the representation of the pandemic. Our interest in the visuality of COVID-19 is attributed to images being an effective means of communicating complex phenomena that are hard to express verbally. Furthermore, the potential of images for stirring emotional responses makes them a potent catalyst of societal mobilization at the time of crisis but also results in their frequent (ab)use for manipulating public opinion. We looked at how classic news frames (e.g., the attribution of responsibility, human interest, and economics) are used in relation to COVID-19 and how their visual composition varies between the search engines. Our preliminary findings indicate significant differences in the use of frames such as the less pronounced use of classic news frames in English and Russian compared with Chinese.}",2023,COVID Communication: Exploring Pandemic Discourse,"{algorithm audit,covid,framing,google,image search,news frames,search engine,visual communication}",,SS,10,"covid 19 pandemic, trust, actor, social science, hybrid",0.7140564821429924
Establishing standards for human-annotated samples applied in supervised machine learning - Evidence from a Monte Carlo simulation,"{Automated content analyses have become a popular tool in communication science. While standard procedures for manual content analysis were established decades ago, it remains an open question whether these standards are sufficient for the use of human-annotated data to train supervised machine learning models. Scholars typically follow a two-stage procedure to obtain high prediction accuracy: manual content analysis followed by model training with human-annotated samples. We argue that a loss in prediction accuracy in supervised machine learning builds up over this two-stage procedure. In a Monte Carlo simulation, we tested (1) human coder errors (random, individual systematic, joint systematic) and (2) curation strategies for human-annotated datasets (one coder per document, majority rule, full agreement) as two sequential sources of accuracy loss of automated content analysis. Coder agreement prior to conducting manual content analysis remains an important quality criterion for automated content analyses. A Krippendorff's alpha of at least 0.8 is desirable to achieve satisfying prediction results after machine learning. Systematic errors (individual and joint) must be avoided at all costs. The best training samples were obtained using one coder per document or the majority coding curation strategy. Ultimately, this paper can help researchers produce trustworthy predictions when combining manual coding and machine learning.}",2023,Studies in Communication and Media,"{impact of coder errors,impact of curation strategies,monte carlo simulation,prediction accuracy,supervised machine learning}",Arts and Humanities,SS,1,"machine learning, large language models, llms, mining, errors",1.0
"Now, later, or never? Using response-time patterns to predict panel attrition","{Preventing panel members from attriting is a fundamental challenge for panel surveys. Research has shown that response behavior in earlier waves (response or nonresponse) is a good predictor of panelists’ response behavior in upcoming waves. However, response behavior can be described in greater detail by considering the time until the response is returned. In the present study, we investigated whether respondents who habitually return their survey late and respondents who switch between early and late response in multiple waves are more likely to attrit from a panel. Using data from the GESIS Panel, we found that later response is related to a higher likelihood of attrition (AME = 0.087) and that response-time stability is related to a lower likelihood of attrition (AME = −0.013). Our models predicted most cases of attrition; thus, survey practitioners could potentially predict future attriters by applying these models to their own data.}",2023,International Journal of Social Research Methodology,"{data quality,late response,panel survey,paradata,reluctant response}",,SS,6,"nonresponse, waves, machine learning, mixed mode panel, population",0.242447975245918
Pre-existing company contacts and premature termination of apprenticeship training in Germany,"{Using longitudinal data from Starting Cohort 4 of the German National Educational Panel Study (NEPS), we examined whether pre-existing strong ties and weak ties in the training company are associated with the risk of premature termination of apprenticeship training in Germany. This is highly relevant for the literature on social capital in the labor market since so far little is known about the role of social contacts for the turnover propensity of labor market entrants. By examining a potentially important factor for a successful labor market integration, our research also adds to both the school-to-work and the social stratification literature. Our empirical results are only partly consistent with our theoretically derived expectations. While contrary to our expectations, we found no association between strong ties and termination probability, weak ties were, as expected, associated with a lower probability of premature training termination among those apprentices who were trained in their desired occupation. Our main results, combined with several robustness checks, let us assume that this is due to better matched training situations.}",2023,Research in Social Stratification and Mobility,"{matching quality,pre-existing company contacts,premature termination of apprenticeship training,school-to-work transition,strong and weak ties}",Social Sciences,SS,0,"germany, migration, differences, personality, election",1.0
Perceptions on and attitudes towards lifelong learning in the educational system,"{Lifelong learning (LLL) is of international concern and schools are an important, however, a neglected context to foster LLL. The aim of the thematic analysis was to explore how teachers define LLL, how they perceive their own role in fostering LLL, which strategies they use to foster LLL competencies in their students, and if and where they can learn about LLL themselves. The sample consisted of 15 teachers and headmasters. Even though teachers already apply a lot of strategies to foster LLL competencies in their students, the results indicate the need to increase awareness of the influence teachers have.}",2023,Social Sciences and Humanities Open,"{lifelong learning,self-directed learning,teacher education,teacher role,thematic analysis}",Psychology,SS,0,"germany, migration, differences, personality, election",1.0
How to Detect and Influence Looking Up Answers to Political Knowledge Questions in Web Surveys,"{When answering political knowledge questions in web surveys, respondents can look up the correct answer on the Internet. This response behavior artificially inflates political knowledge scores that are supposed to measure fact-based information. In the present study, we address the existing knowledge gaps of previous research regarding looking up answers to political knowledge questions in web surveys. We conducted an experimental study based on the German Internet Panel, a large-scale population survey that uses a probability-based sample. Based on this experiment, we show that instructions help to reduce the number of lookups to knowledge questions in web surveys. We provide further evidence that looking up answers results in more correct answers to knowledge questions and, thus, in inflated political knowledge scores. Finally, our findings illustrate the challenges and benefits of using self-reported or paradata-based lookup measures as well as a combined measure that aims at utilizing both to detect lookups to political knowledge questions in web surveys.}",2023,Public Opinion Quarterly,,,SS,18,"content, political attitudes, web tracking, measure, tweets",1.0
Disentangling the Link between Diverse Social Networks and Creativity: The Role of Personality Traits,"{Past studies have shown that being exposed to ethnocultural diversity can positively impact individual creativity. Yet, little is known about the interplay between situational (i.e., diversity) and dispositional (e.g., personality) factors in predicting creativity. Taking a person-situation approach, we use social network data to test the moderating role of personality in the relationship between having an ethnoculturally diverse network and creativity. Moreover, we investigate these questions in a diverse community sample of immigrants residing in the city of Barcelona (N = 122). Moderation analyses revealed that network diversity predicted higher levels of creativity in migrant individuals with medium to high levels of extraversion, and in those with low to medium levels of emotional stability. These results highlight the need to acknowledge the important role played by interacting individual-level dispositions and more objective meso-level contextual conditions in explaining one's ability to think creatively, especially in samples that have traditionally been underrepresented in previous literature.}",2023,Spanish Journal of Psychology,"{creativity,ethnocultural diversity,immigration,personality,social networks}",Arts and Humanities,SS,0,"germany, migration, differences, personality, election",1.0
"Data for Psychological Research in the Educational Field: Spotlights, Data Infrastructures, and Findings from Research","{In recent years, there has been a growing emphasis on the importance of open data and data sharing in scientific research (Nosek et al., 2015; van der Zee & Reich, 2018). However, in the educational field, access to FAIR (findable, accessible, interoperable, and reusable) data remains a significant challenge (Wilkinson et al., 2016). This special collection addresses this challenge by highlighting psychological data in educational research and showcasing examples of data that have been shared and made available to the scientific community in accordance with FAIR principles. With this special collection, we aim to explicitly encourage the use of shared research data for individual research projects.}",2023,Journal of Open Psychology Data,"{data reuse challenges,psychological educational research,research data center,research data infrastructure}",Psychology,SS,2,"facebook, reliability, web browsing, tracking, life",1.0
Evaluating an Alternative Frame for Address-Based Sampling in Germany: The Address Database From Deutsche Post Direkt,"{In Germany, the population registers with addresses of individuals can be used for address-based sampling. However, unlike countries with a centralized register, municipalities in Germany administer their registers themselves. This not only makes sampling for a nationwide survey more costly and cumbersome but may also result in gaps in the gross sample, as selected municipalities may refuse to allow their registers to be used for sampling purposes. If substitute municipalities are not available, other sampling methods are required. The present study tested the feasibility of using the address database from Deutsche Post Direkt (ADB-DPD) as an alternative frame for address-based sampling in Germany. We simultaneously conducted two almost identical surveys in the German city of Mannheim with gross samples of equal size (N = 3,000). One sample was drawn from the city’s population register, the other from the commercial ADB-DPD. Our findings suggest that the ADB-DPD performs well both in terms of survey response and up-to-dateness. Due to relatively low costs and the fast provision of addresses, the ADB-DPD could be particularly attractive for survey projects with limited budgets and tight schedules. However, these benefits come at considerable cost. First, the use of the ADB-DPD is limited to self-administered surveys. More importantly, in the net sample of the DPD survey, women and young persons were considerably underrepresented. This indicates coverage issues about which DPD provided no further information. Based on our analyses, we offer practical insights into the feasibility of using the ADB-DPD for sampling purposes and suggest avenues for future research.}",2023,"Methods, Data, Analyses","{address-based sampling,alternative sampling frame,population register,sample composition,sample evaluation}",Mathematics,SS,7,"face, sampling, mixed mode, costs, web",0.04221793610854535
Left behind in a public services wasteland? On the accessibility of public services and political trust,"{Public discourse and scholars alike argue that the spatial divide in voting behavior and attitudes is rooted in geographic inequalities that serve as breeding grounds for political discontent. In previous studies, scholars have mainly focused on the economic conditions to analyze how place-based context influences the voting behavior of citizens. However, this focus on voting behavior and a small set of contextual variables do not allow us to draw direct conclusions as to how, and which, place-based factors relate to discontent on the attitudinal level. I argue that the accessibility of public service infrastructure specifically serves as a low-intensity information cue for citizens to evaluate the political performance of modern welfare states. These evaluations complement objective economic perceptions and are part of the performance-trust link. Hence, citizens should trust the government less if public services are not provided or only hard to access. I test this relationship for the German case by spatially linking the addresses of survey respondents with the location of public service facilities and collective municipallevel data. The resulting unique data set allows to explore the relationship between the accessibility of public service facilities and political trust as well as their temporal development. Results of multilevel analyses indicate that shorter distances to train stations are associated with increased trust in the government, but all other results, such as the change in service provision, remain inconclusive. The findings implicate that a long-term lack of public services contributes to geographically polarized discontent in Germany.}",2023,Political Geography,,Social Sciences,SS,3,"political, multilevel, perception, germany, trust",0.16136216729424582
The effects of data harmonization on the survey research process,"{The chapter provides a general introduction to the role of data harmonization in all aspects of the survey research process. We describe the effects of data harmonization through its evolution from a tool to standardize measures over time to a comprehensive conceptual framework that now affects all aspects of the survey research process. In the first of three parts, we cover the origins and early development of harmonization practice, especially in the context of comparative research projects. In the second part, we take a closer look at the current state of harmonization practice. We distinguish different groups of stakeholders and discuss their roles in harmonization efforts and survey research. We explore their interrelations, the implicit and explicit forms of division of harmonization labor, and the consequences for harmonization quality and efficiency. In the third part, we look toward the future, where the rise of new data types and data sources leads to new opportunities and challenges for harmonization and survey research practitioners. The focus lies on ""organic"" data, in the sense that data accumulate as a natural by-product of engaging with the current digital ecosystem. Examples are social media posts, web-browsing data, or paradata collected during online surveys.}",2023,Survey Data Harmonization in the Social Sciences,"{archiving,comparability,data harmonization,organic data,preservation,survey research}",,SS,11,"comparability, big, governance, personality traits, level",0.32948510910726453
"And if they don't dance, they are no friends of mine: Exploring boundaries of national identity","{National identity is widely used to explain anti-immigrant attitudes and thus the appeal for right-wing (populist) parties. Yet, consensus on how to capture national identity is lacking. This article identifies ideal-typical patterns of national boundary making across 42 countries and more than 25 years beyond the ethnic–civic dichotomy and addresses the multidimensionality of national identity. Using latent class analysis and cluster analysis, four ideal-typical conceptions of nationhood are identified and shown to be differently related to national attachment, national pride, and national chauvinism. Overall, the results close the methodological–empirical gap between classical approaches and recent inductive approaches to national identity and demonstrate that national identity is a cross-cultural phenomenon with distinct types.}",2023,Nations and Nationalism,"{large-scale comparison,latent class analysis,national boundary making,national identity,nationhood}",Social Sciences,SS,22,"voting, immigration, media, right wing, individual level",1.0
Justice Evaluation of the Income Distribution (JEID): Development and validation of a short scale for the subjective assessment of objective differences in earnings,"{Justice evaluations are proposed to provide a link between the objective level of inequality and the consequences at the individual and societal level. Available instruments, however, focus on the subjective perception of inequality and income distributions. In light of findings that subjective perceptions of inequality and income levels can be biased and subject to method effects, we present the newly developed Justice Evaluation of the Income Distribution (JEID) Scale, which captures justice evaluations of the actual earnings distribution. JEID comprises five items that provide respondents with earnings information for five groups at different segments along the distribution of earnings in a given country. We provide a German-language and an English-language version of the scale. The German-language version was developed and validated based on three comprehensive heterogeneous quota samples from Germany; the translated English-language version was validated in one comprehensive heterogeneous quota sample from the UK. Using latent profile analysis and k-means clustering, we identified three typical response patterns, which we labeled “inequality averse,” “bottom-inequality averse,” and “status quo justification.” JEID was found to be related to normative orientations in the sense that egalitarian views were associated with stronger injustice evaluations at the bottom and top ends of the earnings distribution. With a completion time of between 1.50 and 2.75 min, the JEID scale can be applied in any self-report survey in the social sciences to investigate the distribution, precursors, and consequences of individuals' subjective evaluations of objective differences in earnings.}",2023,PLoS ONE,,Multidisciplinary,SS,0,"germany, migration, differences, personality, election",0.7515535134715665
Evaluating Transferability in Multilingual Text Analyses,"{Multilingual text analysis is increasingly important to address the current narrow focus of English and other Indo-European languages in comparative studies. However, there has been a lack of a comprehensive approach to evaluate the validity of multilingual text analytic methods across different language contexts. To address this issue, we propose that the validity of multilingual text analysis should be studied through the lens of transferability, which assesses the extent to which the performance of a multilingual text analytic method can be maintained when switching from one language context to another. We first formally conceptualize transferability in multilingual text analysis as a measure of whether the method is equivalent across language groups (linguistic transferability) and societal contexts (contextual transferability). We propose a model-agnostic approach to evaluate transferability using (1) natural and synthetic data pairs, (2) manual annotation of errors, and (3) the Local Interpretable Model-Agnostic Explanations (LIME) technique. As an application of our approach, we analyze the transferability of a multilingual BERT (mBERT) model fine-tuned with annotated manifestos and media texts from five Indo-European language-speaking countries of the Comparative Agendas Project. The transferability is then evaluated using natural and synthetic parliamentary data from the UK, Basque, Hong Kong, and Taiwan. Through the evaluation of transferability, this study sheds light on the common causes that lead to prediction errors in multilingual text classification using mBERT.}",2023,Computational Communication Research,"{error analysis,large language model,multilingual text analysis,topic classification,transfer learning}",Computer Science,SS,17,"split, questionnaire, errors, machine, languages",1.0
Eleven strategies for making reproducible research and open science training the norm at research institutions,"{Reproducible research and open science practices have the potential to accelerate scientific progress by allowing others to reuse research outputs, and by promoting rigorous research that is more likely to yield trustworthy results. However, these practices are uncommon in many fields, so there is a clear need for training that helps and encourages researchers to integrate reproducible research and open science practices into their daily work. Here, we outline eleven strategies for making training in these practices the norm at research institutions. The strategies, which emerged from a virtual brainstorming event organized in collaboration with the German Reproducibility Network, are concentrated in three areas: (i) adapting research assessment criteria and program requirements; (ii) training; (iii) building communities. We provide a brief overview of each strategy, offer tips for implementation, and provide links to resources. We also highlight the importance of allocating resources and monitoring impact. Our goal is to encourage researchers - in their roles as scientists, supervisors, mentors, instructors, and members of curriculum, hiring or evaluation committees - to think creatively about the many ways they can promote reproducible research and open science practices in their institutions.}",2023,eLife,"{curriculum design,higher education,medicine,open science,reproducible research,scientific rigor,transparency}",,SS,20,"open science, social media, publications, training, retrieval",0.9915954652481355
Response Behavior and Quality of Survey Data: Comparing Elderly Respondents in Institutions and Private Households,"{An increasing age of respondents and cognitive impairment are usual suspects for increasing difficulties in survey interviews and a decreasing data quality. This is why survey researchers tend to label residents in retirement and nursing homes as hard-to-interview and exclude them from most social surveys. In this article, I examine to what extent this label is justified and whether quality of data collected among residents in institutions for the elderly really differs from data collected within private households. For this purpose, I analyze the response behavior and quality indicators in three waves of Survey of Health, Ageing and Retirement in Europe. To control for confounding variables, I use propensity score matching to identify respondents in private households who share similar characteristics with institutionalized residents. My results confirm that most indicators of response behavior and data quality are worse in institutions compared to private households. However, when controlling for sociodemographic and health-related variables, differences get very small. These results suggest the importance of health for the data quality irrespective of the housing situation.}",2023,Sociological Methods and Research,"{cognitive impairment,data quality,hard-to-interview,institutionalized population,retirement and nursing homes,share}",Social Sciences,SS,8,"recruitment, online panel, probability based, mixed mode, access",0.10829309158327674
Crisis Communication on Twitter: Differences Between User Types in Top Tweets About the 2015 “Refugee Crisis” in Germany,"{The study explores differences between three user types in the top tweets about the 2015 “refugee crisis” in Germany and presents the results of a quantitative content analysis. All tweets with the keyword “Flüchtlinge” posted for a monthlong period following September 13, 2015, the day Germany decided to implement border controls, were collected (N = 763,752). The top 2,495 tweets according to number of retweets were selected for analysis. Differences between news media, public and private actor tweets in topics, tweet characteristics such as tone and opinion expression, links, and specific sentiments toward refugees were analyzed. We found strong differences between the tweets. Public actor tweets were the main source of positive sentiment toward refugees and the main information source on refugee support. News media tweets mostly reflected traditional journalistic norms of impartiality and objectivity, whereas private actor tweets were more diverse in sentiments toward refugees.}",2023,International Journal of Communication,"{germany,refugee crisis 2015,social media,twitter,user types}",Social Sciences,SS,4,"polarization, security, misinformation, social media, election",0.44374908617539194
River Sampling – a Fishing Expedition: A Non-Probability Case Study,"{The ease with which large amounts of data can be collected via the Internet has led to a renewed interest in the use of non-probability samples. To that end, this paper performs a case study, comparing two non-probability datasets – one based on a river-sampling approach, one drawn from an online-access panel – to a reference probability sample. Of particular interest is the single-question river-sampling approach, as the data collected for this study presents an attempt to field a multi-item scale with such a sampling method. Each dataset consists of the same psychometric measures for two of the Big-5 personality traits, which are expected to perform independently of sample composition. To assess the similarity of the three datasets we compare their correlation matrices, apply linear and non-linear dimension reduction techniques, and analyze the distance between the datasets. Our results show that there are important limitations when implementing a multi-item scale via a single-question river sample. We find that, while the correlation between our data sets is similar, the samples are composed of persons with different personality traits.}",2023,"Methods, Data, Analyses","{big-5,non-linear dimension reduction,non-probability sample,river sample,web survey research}",Mathematics,SS,11,"comparability, big, governance, personality traits, level",1.0
Eleven strategies for making reproducible research and open science training the norm at research institutions,"{Reproducible research and open science practices have the potential to accelerate scientific progress by allowing others to reuse research outputs, and by promoting rigorous research that is more likely to yield trustworthy results. However, these practices are uncommon in many fields, so there is a clear need for training that helps and encourages researchers to integrate reproducible research and open science practices into their daily work. Here, we outline eleven strategies for making training in these practices the norm at research institutions. The strategies, which emerged from a virtual brainstorming event organized in collaboration with the German Reproducibility Network, are concentrated in three areas: (i) adapting research assessment criteria and program requirements; (ii) training; (iii) building communities. We provide a brief overview of each strategy, offer tips for implementation, and provide links to resources. We also highlight the importance of allocating resources and monitoring impact. Our goal is to encourage researchers - in their roles as scientists, supervisors, mentors, instructors, and members of curriculum, hiring or evaluation committees - to think creatively about the many ways they can promote reproducible research and open science practices in their institutions.}",2023,eLife,"{curriculum design,higher education,medicine,open science,reproducible research,scientific rigor,transparency}",,SS,20,"open science, social media, publications, training, retrieval",0.9752589551716229
Protocol for a web survey experiment studying the feasibility of asking respondents to capture and submit photos of the books they have at home and the resulting data quality,"{This document presents the protocol of a study conducted as a part of the WEB DATA OPP project, which is funded by the H2020 program. The study aimed to investigate different aspects of the collection of images through web surveys. To do this, we implemented a mobile web survey in an opt-in online panel in Spain. The survey had various questions, some of which were about the books that the participants have at their main residence. The questions related to books were asked in three different ways: regular survey questions showing visual examples of how different numbers of books fit in a 74 centimetre wide shelf depending on their thickness, regular survey questions without the visual examples, and questions where participants were asked to send photos of the books at their home. This report explains how the study was designed and conducted. It covers important aspects such as the experimental design, the questionnaire used, the characteristics of the participants, ethical considerations, and plans for disseminating the results.}",2023,Open Research Europe,"{books at home,data quality,image classification,images,mobile web surveys,visual data capture}",Multidisciplinary,SS,-1,"energy, political, moderation, network, europe",0.014404035668713466
Fake News Detection in Low Resource Languages using SetFit Framework,"{Social media has become an integral part of people’s lives, resulting in a constant flow of information. However, a concerning trend has emerged with the rapid spread of fake news, attributed to the lack of verification mechanisms. Fake news has far-reaching consequences, influencing public opinion, disrupting democracy, fueling social tensions, and impacting various domains such as health, environment, and the economy. In order to identify fake news with data sparsity especially with low resources languages such as Arabic and its dialects, we propose a few-shot learning fake news detection model based on sentence transformer fine tuning, utilizing no crafted prompts and language model with few parameters. The experimental results prove that the proposed method can achieve higher performances with fewer news samples. This approach provided 71% F1 score on the Algerian dialect fake news dataset and 70% F1 score on the Modern Standard Arabic (MSA) version of the same dataset, which prove that the approach can work on the standard Arabic and its dialects. Therefore, the proposed model can identify fake news in several domains concerning the Algerian community such as politics, COVID-19, tourism, ecommerce, sport, accidents and cars prices.}",2023,Inteligencia Artificial,"{algerian dialect,arabic,bert,deep learning,fake news,few-shot learning,msa,normalization,social media}",Computer Science,SS,5,"trust, learning, journalism, measurement, groups",0.5984225870699295
Family Research and Demographic Analysis – New Insights from the German Family Demography Panel Study (FReDA),"{This is the Editorial on the Special Issue ""Family Research and Demographic Analysis – New Insights from the German Family Demography Panel Study (FReDA)"".}",2023,Comparative Population Studies,,Social Sciences,SS,0,"germany, migration, differences, personality, election",0.45655153999473985
The Early Bird Catches the Worm! Setting a Deadline for Online Panel Recruitment Incentives,"{The literature on the effects of incentives in survey research is vast and covers a diversity of survey modes. The mode of probability-based online panels, however, is still young and so is research into how to best recruit sample units into the panel. This paper sheds light on the effectiveness of a specific type of incentive in this context: a monetary incentive that is paid conditionally upon panel registration within two weeks of receiving the initial postal mail invitation. We tested early bird cash incentives in a large-scale recruitment experiment for the German Internet Panel (GIP) in 2018. We find that panel response rates are significantly higher when offering early bird cash incentives and that fieldwork progresses considerably faster, leading to fewer reminders and greater cost-effectiveness. Furthermore, sample representativeness is similarly high with or without early bird incentives.}",2023,Social Science Computer Review,"{cost-effectiveness,incentives,online panels,probability sampling,recruitment,representativeness}",Social Sciences,SS,8,"recruitment, online panel, probability based, mixed mode, access",0.9293634056637414
Gaining Consent to Survey Respondents’ Partners: The Importance of Anchors’ Survey Experience in Self-administered Modes,"{Dyadic surveys aim to interview pairs of respondents, such as partners in a relationship. In dyadic surveys, it is often necessary to obtain the anchors’ consent to contact their partners and invite them to a survey. If the survey is operated in self-administered modes, no interviewer is present to improve the consent rate, for example, by providing convincing arguments and additional information. To overcome the challenges posed by self-administered modes for dyadic surveys and to improve consent rates, it is important to identify aspects that positively influence the likelihood of anchors giving consent to contact their partners. Ideally, these aspects are in the hands of the researchers, such as the survey design and aspects of the questionnaire. Thus, in this study, we analyzed the relationship between anchors’ survey experience and their willingness to consent to surveying their partners in self-administered modes. Based on data from the German Family Demography Panel Study (FReDA), we found that the anchors’ perceptions of the questionnaire as “interesting” or “too personal” were related to consent rates. These relationships were consistent across different survey modes and devices. Effects of other aspects of the questionnaire, such as “important for science” and “diverse” varied between modes and devices. We concluded with practical recommendations for survey research and an outlook for future research.}",2023,Comparative Population Studies,"{consent,dyadic survey,panel survey,self-administered modes,survey experience}",Social Sciences,SS,7,"face, sampling, mixed mode, costs, web",0.017606396779207403
What about the Less IT Literate? A Comparison of Different Postal Recruitment Strategies to an Online Panel of the General Population,"{Even though the proportion of individuals who are not equipped to participate in online surveys is constantly decreasing, many surveys face an under-representation of individuals who do not feel IT literate enough to participate. Using experimental data from a probability-based online panel, we study which recruitment survey mode strategy performs best in recruiting less IT-literate persons for an online panel. The sampled individuals received postal invitations to conduct the recruitment survey in a self-completion mode. We experimentally vary four recruitment survey mode strategies: one online mode strategy, two sequential mixed-mode strategies, and one concurrent mode strategy. We find the recruitment survey mode strategies to have a major effect on the sample composition of the recruitment survey, but the differences between the strategies vanish once respondents are asked to proceed with the panel online.}",2023,Field Methods,,Social Sciences,SS,8,"recruitment, online panel, probability based, mixed mode, access",0.15036884236137837
