title,abstract,year,source,keyword,class_name,middle_group,subject_area,cluster,year_raw,clean_text,topic,topic_prob,topic_label
"Pancultural Nostalgia in Action: Prevalence, Triggers, and Psychological Functions of Nostalgia Across Cultures","{Nostalgia is a social, self-relevant, and bittersweet (although mostly positive) emotion that arises when reflecting on fond past memories and serves key psychological functions. The majority of evidence concerning the prevalence, triggers, and functions of nostalgia has been amassed in samples from a handful of largely Western cultures. If nostalgia is a fundamental psychological resource, it should perform similar functions across cultures, although its operational dynamics may be shaped by culture. This study (N = 2,606) examined dispositional nostalgia, self-reported triggers of nostalgia, and functions of experimentally induced nostalgia in young adults across 28 countries and a special administrative region of China (i.e., Hong Kong). Results indicated that nostalgia is frequently experienced across cultures, albeit better valued in more-developed countries (i.e., higher national wealth and life-expectancy). Nostalgia is triggered by psychological threats (especially in warmer countries), sensory stimuli (especially in more-developed countries), and social gatherings (especially in less-developed countries). The positive or negative affect prompted by experimentally induced nostalgia varied by country, but was mild overall. More importantly, recalling a nostalgic (vs. ordinary) memory increased social connectedness, self-continuity, and meaning in life across cultures. In less-developed countries, recalling an ordinary memory also conferred some of these functions, reducing the effect size of nostalgia. Finally, recalling a nostalgic (vs. ordinary) memory augmented state satisfaction with life in countries with lower quality of living (i.e., lower life-expectancy and life-satisfaction). Overall, findings confirm the relevance of nostalgia across a wide range of cultures and indicate cultural nuances in its functioning.}",2024,Journal of Experimental Psychology: General,"{culture,emotion,memory,nostalgia,well-being}",Psychology (all),,,OTHER,2024,"pancultural nostalgia in action: prevalence, triggers, and psychological functions of nostalgia across cultures {nostalgia is a social, self-relevant, and bittersweet (although mostly positive) emotion that arises when reflecting on fond past memories and serves key psychological functions. the majority of evidence concerning the prevalence, triggers, and functions of nostalgia has been amassed in samples from a handful of largely western cultures. if nostalgia is a fundamental psychological resource, it should perform similar functions across cultures, although its operational dynamics may be shaped by culture. this study (n = 2,606) examined dispositional nostalgia, self-reported triggers of nostalgia, and functions of experimentally induced nostalgia in young adults across 28 countries and a special administrative region of china (i.e., hong kong). results indicated that nostalgia is frequently experienced across cultures, albeit better valued in more-developed countries (i.e., higher national wealth and life-expectancy). nostalgia is triggered by psychological threats (especially in warmer countries), sensory stimuli (especially in more-developed countries), and social gatherings (especially in less-developed countries). the positive or negative affect prompted by experimentally induced nostalgia varied by country, but was mild overall. more importantly, recalling a nostalgic (vs. ordinary) memory increased social connectedness, self-continuity, and meaning in life across cultures. in less-developed countries, recalling an ordinary memory also conferred some of these functions, reducing the effect size of nostalgia. finally, recalling a nostalgic (vs. ordinary) memory augmented state satisfaction with life in countries with lower quality of living (i.e., lower life-expectancy and life-satisfaction). overall, findings confirm the relevance of nostalgia across a wide range of cultures and indicate cultural nuances in its functioning.} {culture,emotion,memory,nostalgia,well-being} {culture,emotion,memory,nostalgia,well-being}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Analysis of Web Browsing Data: A Guide,"{The use of individual-level browsing data, that is, the records of a person’s visits to online content through a desktop or mobile browser, is of increasing importance for social scientists. Browsing data have characteristics that raise many questions for statistical analysis, yet to date, little hands-on guidance on how to handle them exists. Reviewing extant research, and exploring data sets collected by our four research teams spanning seven countries and several years, with over 14,000 participants and 360 million web visits, we derive recommendations along four steps: preprocessing the raw data; filtering out observations; classifying web visits; and modelling browsing behavior. The recommendations we formulate aim to foster best practices in the field, which so far has paid little attention to justifying the many decisions researchers need to take when analyzing web browsing data.}",2024,Social Science Computer Review,"{computational social science,digital trace data,web browsing data,web tracking data}",Social Sciences (all),,,OTHER,2024,"analysis of web browsing data: a guide {the use of individual-level browsing data, that is, the records of a person’s visits to online content through a desktop or mobile browser, is of increasing importance for social scientists. browsing data have characteristics that raise many questions for statistical analysis, yet to date, little hands-on guidance on how to handle them exists. reviewing extant research, and exploring data sets collected by our four research teams spanning seven countries and several years, with over 14,000 participants and 360 million web visits, we derive recommendations along four steps: preprocessing the raw data; filtering out observations; classifying web visits; and modelling browsing behavior. the recommendations we formulate aim to foster best practices in the field, which so far has paid little attention to justifying the many decisions researchers need to take when analyzing web browsing data.} {computational social science,digital trace data,web browsing data,web tracking data} {computational social science,digital trace data,web browsing data,web tracking data}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Intersectionalities and im/mobilities in family and marriage: a comparative study of Germany and India,"{This article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban Germany and urban India. In particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in Germany and India: What are the nuanced ways of conceptualizing changing gender roles in marriage and in family in Germany and India? Bringing together a robust understanding of the theoretical frameworks of Intersectionality and of Mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of Intersectional Im/Mobilities to explore changing gender roles in family and marriage in Germany and India. We particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) Women’s employment and impact on family life/work–life balance; and (2) Changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.}",2024,Humanities and Social Sciences Communications,,Social Sciences (all),,,OTHER,2024,"intersectionalities and im/mobilities in family and marriage: a comparative study of germany and india {this article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban germany and urban india. in particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in germany and india: what are the nuanced ways of conceptualizing changing gender roles in marriage and in family in germany and india? bringing together a robust understanding of the theoretical frameworks of intersectionality and of mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of intersectional im/mobilities to explore changing gender roles in family and marriage in germany and india. we particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) women’s employment and impact on family life/work–life balance; and (2) changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Group Formation in Science between Homogenization and Differentiation: Modeling the Development of U.S. and German Sociology,"{We assess the empirical development of scientific homogenization and differentiation processes in terms of group development comparing U.S. and German sociology from 2004 to 2019. We introduce hierarchical multi-layered Bayesian stochastic block models to the issue of scientific group development. Based on publication data from Scopus, we analyze group formation simultaneously as collaboration networks, reference networks, and topical networks. Employing this method allows us to trace back the temporal dynamics of multidimensional group development and formation for each national scientific field. Overall, the findings indicate clear path dependencies in both fields that have been shaping processes of differentiation and homogenization in U.S. and German sociology and that continue to impact on the formation, stabilization, and dissolution of scientific groups.}",2024,International Journal of Sociology,"{citation,collaboration,sociology of science,stochastic blockmodel,topics}",Social Sciences (all),,,OTHER,2024,"group formation in science between homogenization and differentiation: modeling the development of u.s. and german sociology {we assess the empirical development of scientific homogenization and differentiation processes in terms of group development comparing u.s. and german sociology from 2004 to 2019. we introduce hierarchical multi-layered bayesian stochastic block models to the issue of scientific group development. based on publication data from scopus, we analyze group formation simultaneously as collaboration networks, reference networks, and topical networks. employing this method allows us to trace back the temporal dynamics of multidimensional group development and formation for each national scientific field. overall, the findings indicate clear path dependencies in both fields that have been shaping processes of differentiation and homogenization in u.s. and german sociology and that continue to impact on the formation, stabilization, and dissolution of scientific groups.} {citation,collaboration,sociology of science,stochastic blockmodel,topics} {citation,collaboration,sociology of science,stochastic blockmodel,topics}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
The interplay of structural features and observed dissimilarities among centrality indices,"{An abundance of centrality indices has been proposed which capture the importance of nodes in a network based on different structural features. While there remains a persistent belief that similarities in outcomes of indices is contingent on their technical definitions, a growing body of research shows that structural features affect observed similarities more than technicalities. We conduct a series of experiments on artificial networks to trace the influence of specific structural features on the similarity of indices which confirm previous results in the literature. Our analysis on 1163 real-world networks, however, shows that little of the observations on synthetic networks convincingly carry over to empirical settings. Our findings suggest that although it seems clear that (dis)similarities among centralities depend on structural properties of the network, using correlation type analyses do not seem to be a promising approach to uncover such connections.}",2024,Social Networks,"{centrality,correlation,network topology,threshold graphs}",Social Sciences (all),,,OTHER,2024,"the interplay of structural features and observed dissimilarities among centrality indices {an abundance of centrality indices has been proposed which capture the importance of nodes in a network based on different structural features. while there remains a persistent belief that similarities in outcomes of indices is contingent on their technical definitions, a growing body of research shows that structural features affect observed similarities more than technicalities. we conduct a series of experiments on artificial networks to trace the influence of specific structural features on the similarity of indices which confirm previous results in the literature. our analysis on 1163 real-world networks, however, shows that little of the observations on synthetic networks convincingly carry over to empirical settings. our findings suggest that although it seems clear that (dis)similarities among centralities depend on structural properties of the network, using correlation type analyses do not seem to be a promising approach to uncover such connections.} {centrality,correlation,network topology,threshold graphs} {centrality,correlation,network topology,threshold graphs}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
The interplay of structural features and observed dissimilarities among centrality indices,"{An abundance of centrality indices has been proposed which capture the importance of nodes in a network based on different structural features. While there remains a persistent belief that similarities in outcomes of indices is contingent on their technical definitions, a growing body of research shows that structural features affect observed similarities more than technicalities. We conduct a series of experiments on artificial networks to trace the influence of specific structural features on the similarity of indices which confirm previous results in the literature. Our analysis on 1163 real-world networks, however, shows that little of the observations on synthetic networks convincingly carry over to empirical settings. Our findings suggest that although it seems clear that (dis)similarities among centralities depend on structural properties of the network, using correlation type analyses do not seem to be a promising approach to uncover such connections.}",2024,Social Networks,"{centrality,correlation,network topology,threshold graphs}",Psychology (all),,,OTHER,2024,"the interplay of structural features and observed dissimilarities among centrality indices {an abundance of centrality indices has been proposed which capture the importance of nodes in a network based on different structural features. while there remains a persistent belief that similarities in outcomes of indices is contingent on their technical definitions, a growing body of research shows that structural features affect observed similarities more than technicalities. we conduct a series of experiments on artificial networks to trace the influence of specific structural features on the similarity of indices which confirm previous results in the literature. our analysis on 1163 real-world networks, however, shows that little of the observations on synthetic networks convincingly carry over to empirical settings. our findings suggest that although it seems clear that (dis)similarities among centralities depend on structural properties of the network, using correlation type analyses do not seem to be a promising approach to uncover such connections.} {centrality,correlation,network topology,threshold graphs} {centrality,correlation,network topology,threshold graphs}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Why we need to abandon fixed cutoffs for goodness-of-fit indices: An extensive simulation and possible solutions,"{To evaluate model fit in confirmatory factor analysis, researchers compare goodness-of-fit indices (GOFs) against fixed cutoff values (e.g., CFI >.950) derived from simulation studies. Methodologists have cautioned that cutoffs for GOFs are only valid for settings similar to the simulation scenarios from which cutoffs originated. Despite these warnings, fixed cutoffs for popular GOFs (i.e., χ2, χ2/df, CFI, RMSEA, SRMR) continue to be widely used in applied research. We (1) argue that the practice of using fixed cutoffs needs to be abandoned and (2) review time-honored and emerging alternatives to fixed cutoffs. We first present the most in-depth simulation study to date on the sensitivity of GOFs to model misspecification (i.e., misspecified factor dimensionality and unmodeled cross-loadings) and their susceptibility to further data and analysis characteristics (i.e., estimator, number of indicators, number and distribution of response options, loading magnitude, sample size, and factor correlation). We included all characteristics identified as influential in previous studies. Our simulation enabled us to replicate well-known influences on GOFs and establish hitherto unknown or underappreciated ones. In particular, the magnitude of the factor correlation turned out to moderate the effects of several characteristics on GOFs. Second, to address these problems, we discuss several strategies for assessing model fit that take the dependency of GOFs on the modeling context into account. We highlight tailored (or “dynamic”) cutoffs as a way forward. We provide convenient tables with scenario-specific cutoffs as well as regression formulae to predict cutoffs tailored to the empirical setting of interest.}",2024,Behavior Research Methods,"{confirmatory factor analysis,fit index,goodness-of-fit,ordered categorical data,structural equation modeling}",Psychology (all),,,OTHER,2024,"why we need to abandon fixed cutoffs for goodness-of-fit indices: an extensive simulation and possible solutions {to evaluate model fit in confirmatory factor analysis, researchers compare goodness-of-fit indices (gofs) against fixed cutoff values (e.g., cfi >.950) derived from simulation studies. methodologists have cautioned that cutoffs for gofs are only valid for settings similar to the simulation scenarios from which cutoffs originated. despite these warnings, fixed cutoffs for popular gofs (i.e., χ2, χ2/df, cfi, rmsea, srmr) continue to be widely used in applied research. we (1) argue that the practice of using fixed cutoffs needs to be abandoned and (2) review time-honored and emerging alternatives to fixed cutoffs. we first present the most in-depth simulation study to date on the sensitivity of gofs to model misspecification (i.e., misspecified factor dimensionality and unmodeled cross-loadings) and their susceptibility to further data and analysis characteristics (i.e., estimator, number of indicators, number and distribution of response options, loading magnitude, sample size, and factor correlation). we included all characteristics identified as influential in previous studies. our simulation enabled us to replicate well-known influences on gofs and establish hitherto unknown or underappreciated ones. in particular, the magnitude of the factor correlation turned out to moderate the effects of several characteristics on gofs. second, to address these problems, we discuss several strategies for assessing model fit that take the dependency of gofs on the modeling context into account. we highlight tailored (or “dynamic”) cutoffs as a way forward. we provide convenient tables with scenario-specific cutoffs as well as regression formulae to predict cutoffs tailored to the empirical setting of interest.} {confirmatory factor analysis,fit index,goodness-of-fit,ordered categorical data,structural equation modeling} {confirmatory factor analysis,fit index,goodness-of-fit,ordered categorical data,structural equation modeling}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Integrating knowledge into conversational agents for worker upskilling,"{The labor market is a key part of an economy. Several existing online platforms allow the upload of resumes and the search for a job. One of their limitations, however, is that obtaining the best opportunity can be hard because certain jobs need some experiences, abilities, and features that an applicant might not know. The recent diffusion and employment of conversational agents definitely have proven to benefit this kind of issue. For example, ChatGPT has shown impressive outcomes in different domains and for a variety of tasks. It has weaknesses, although, related to the veracity of the responses it generates, which might deceive the user interacting with it. The usage of external domain knowledge is the direction we suggest in this chapter. Several lexical databases and taxonomies have already been collected and designed by different organizations. We illustrate a list of such resources and provide a solution that integrates conversational agents with relevant information extracted from one of such resources showing the benefits and the impact that our proposal can generate.}",2024,"Artificial Intelligence in Manufacturing: Enabling Intelligent, Flexible and Cost-Effective Production Through AI","{conversational agents,labor market,natural language processing,occupational databas,semantic web}",Social Sciences (all),,,OTHER,2024,"integrating knowledge into conversational agents for worker upskilling {the labor market is a key part of an economy. several existing online platforms allow the upload of resumes and the search for a job. one of their limitations, however, is that obtaining the best opportunity can be hard because certain jobs need some experiences, abilities, and features that an applicant might not know. the recent diffusion and employment of conversational agents definitely have proven to benefit this kind of issue. for example, chatgpt has shown impressive outcomes in different domains and for a variety of tasks. it has weaknesses, although, related to the veracity of the responses it generates, which might deceive the user interacting with it. the usage of external domain knowledge is the direction we suggest in this chapter. several lexical databases and taxonomies have already been collected and designed by different organizations. we illustrate a list of such resources and provide a solution that integrates conversational agents with relevant information extracted from one of such resources showing the benefits and the impact that our proposal can generate.} {conversational agents,labor market,natural language processing,occupational databas,semantic web} {conversational agents,labor market,natural language processing,occupational databas,semantic web}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Intersectionalities and im/mobilities in family and marriage: a comparative study of Germany and India,"{This article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban Germany and urban India. In particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in Germany and India: What are the nuanced ways of conceptualizing changing gender roles in marriage and in family in Germany and India? Bringing together a robust understanding of the theoretical frameworks of Intersectionality and of Mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of Intersectional Im/Mobilities to explore changing gender roles in family and marriage in Germany and India. We particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) Women’s employment and impact on family life/work–life balance; and (2) Changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.}",2024,Humanities and Social Sciences Communications,,Arts and Humanities (all),,,OTHER,2024,"intersectionalities and im/mobilities in family and marriage: a comparative study of germany and india {this article investigates comparative intersections of gender and family sociology internationally, with a specific focus on urban germany and urban india. in particular, this research examines a central dynamic that informs family and marriage relations globally, and for this research context, in germany and india: what are the nuanced ways of conceptualizing changing gender roles in marriage and in family in germany and india? bringing together a robust understanding of the theoretical frameworks of intersectionality and of mobility as large bodies of scholarship that examine geographic and symbolic power geometries, we adopt the lens of intersectional im/mobilities to explore changing gender roles in family and marriage in germany and india. we particularly focus on an intersectionality-based analysis of two primary themes that arise out of our primary and secondary data: (1) women’s employment and impact on family life/work–life balance; and (2) changing gender roles in marriage (through the lens of the division of household labor and aspects of agency and decision making), questions which influence and inflect complex intersectional realities.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Integrating knowledge into conversational agents for worker upskilling,"{The labor market is a key part of an economy. Several existing online platforms allow the upload of resumes and the search for a job. One of their limitations, however, is that obtaining the best opportunity can be hard because certain jobs need some experiences, abilities, and features that an applicant might not know. The recent diffusion and employment of conversational agents definitely have proven to benefit this kind of issue. For example, ChatGPT has shown impressive outcomes in different domains and for a variety of tasks. It has weaknesses, although, related to the veracity of the responses it generates, which might deceive the user interacting with it. The usage of external domain knowledge is the direction we suggest in this chapter. Several lexical databases and taxonomies have already been collected and designed by different organizations. We illustrate a list of such resources and provide a solution that integrates conversational agents with relevant information extracted from one of such resources showing the benefits and the impact that our proposal can generate.}",2024,"Artificial Intelligence in Manufacturing: Enabling Intelligent, Flexible and Cost-Effective Production Through AI","{conversational agents,labor market,natural language processing,occupational databas,semantic web}","Business, Management and Accounting (all)",,,OTHER,2024,"integrating knowledge into conversational agents for worker upskilling {the labor market is a key part of an economy. several existing online platforms allow the upload of resumes and the search for a job. one of their limitations, however, is that obtaining the best opportunity can be hard because certain jobs need some experiences, abilities, and features that an applicant might not know. the recent diffusion and employment of conversational agents definitely have proven to benefit this kind of issue. for example, chatgpt has shown impressive outcomes in different domains and for a variety of tasks. it has weaknesses, although, related to the veracity of the responses it generates, which might deceive the user interacting with it. the usage of external domain knowledge is the direction we suggest in this chapter. several lexical databases and taxonomies have already been collected and designed by different organizations. we illustrate a list of such resources and provide a solution that integrates conversational agents with relevant information extracted from one of such resources showing the benefits and the impact that our proposal can generate.} {conversational agents,labor market,natural language processing,occupational databas,semantic web} {conversational agents,labor market,natural language processing,occupational databas,semantic web}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Let’s talk about language—and its role for replicability,"{Science strives towards a credible and comprehensive understanding of the world around us. Across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. This is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. Researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. However, relatively little attention has been paid to another key aspect that affects replicability: language. Across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. Neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. After identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",2025,Humanities and Social Sciences Communications,,"Business, Management and Accounting (all)",,,OTHER,2025,"let’s talk about language—and its role for replicability {science strives towards a credible and comprehensive understanding of the world around us. across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. this is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. however, relatively little attention has been paid to another key aspect that affects replicability: language. across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. after identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Automatic Categorization of Software Repository Domains with Minimal Resources,"{Software categorization is a vital process involving the systematic grouping of software based on different criteria including the approach used and domain. This categorization has traditionally played a crucial role in software maintenance, aiding developers in locating specific programs, identifying their characteristics, and finding similar ones within extensive code repositories. However, manual categorization is known to be expensive, tedious, and time-consuming, highlighting the growing importance of automated categorization techniques. The objective is to develop a classifier capable of accurately and efficiently categorizing these repositories into predefined domains with less data. The contribution of this research is twofold. Firstly, we propose a model that enables the categorization of software repositories in terms of domains by using repository’s features, even with a limited amount of training data. Secondly, we conduct a comprehensive empirical evaluation to assess the impact of repository features and data augmentation technique on the task. This research aims to advance the field of software categorization, ultimately facilitating improved utilization of software repositories across diverse research domains.}",2025,Communications in Computer and Information Science,"{data augmentation,few-shot learning,llm,r code,software categorization}",Computer Science (all),,,OTHER,2025,"automatic categorization of software repository domains with minimal resources {software categorization is a vital process involving the systematic grouping of software based on different criteria including the approach used and domain. this categorization has traditionally played a crucial role in software maintenance, aiding developers in locating specific programs, identifying their characteristics, and finding similar ones within extensive code repositories. however, manual categorization is known to be expensive, tedious, and time-consuming, highlighting the growing importance of automated categorization techniques. the objective is to develop a classifier capable of accurately and efficiently categorizing these repositories into predefined domains with less data. the contribution of this research is twofold. firstly, we propose a model that enables the categorization of software repositories in terms of domains by using repository’s features, even with a limited amount of training data. secondly, we conduct a comprehensive empirical evaluation to assess the impact of repository features and data augmentation technique on the task. this research aims to advance the field of software categorization, ultimately facilitating improved utilization of software repositories across diverse research domains.} {data augmentation,few-shot learning,llm,r code,software categorization} {data augmentation,few-shot learning,llm,r code,software categorization}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Let’s talk about language—and its role for replicability,"{Science strives towards a credible and comprehensive understanding of the world around us. Across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. This is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. Researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. However, relatively little attention has been paid to another key aspect that affects replicability: language. Across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. Neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. After identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",2025,Humanities and Social Sciences Communications,,"Economics, Econometrics and Finance (all)",,,OTHER,2025,"let’s talk about language—and its role for replicability {science strives towards a credible and comprehensive understanding of the world around us. across disciplines within the social and behavioural sciences (and beyond), limitations in the implementation of the scientific approach have been identified in recent studies, showing low replicability of many results. this is an issue for knowledge accumulation, theory-building, and evidence-based decision and policy making. researchers have proposed several solutions to address these issues, focusing mainly on improving statistical methods, data quality, and transparency. however, relatively little attention has been paid to another key aspect that affects replicability: language. across fields, language plays a central role in all steps of the research cycle and is a critical communication tool among researchers. neglecting its role may reduce replicability and limit our understanding of theoretically interesting differences and similarities across languages. after identifying these challenges, we provide some recommendations and an outlook on how replicability challenges related to language may be addressed.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Elusive effects of legalized wolf hunting on human-wolf interactions,"{Expanding gray wolf (Canis lupus) populations in Europe and North America contribute to increased risks of livestock predation, which can threaten human livelihoods and lead government agencies to target wolves for lethal removal. Public wolf hunting is a highly contentious strategy for mitigating these risks, yet few empirical studies examine its effectiveness in doing so. Using difference-in-differences and structural equation modeling of data from the northwestern US between 2005 and 2021, we analyzed impacts of wolf hunting on livestock predation by wolves and government removal of wolves in the same year and with a 1-year time lag while controlling for social and environmental variables. We found that public wolf hunting had a small negative effect on livestock predation but had no effect on government lethal removal of wolves in the same or subsequent years. Our findings challenge the assumption that wolf hunting is an effective management strategy for reducing livestock predation and lethal removal.}",2025,Science Advances,,Multidisciplinary,Multidisciplinary,Multidisciplinary,OTHER,2025,"elusive effects of legalized wolf hunting on human-wolf interactions {expanding gray wolf (canis lupus) populations in europe and north america contribute to increased risks of livestock predation, which can threaten human livelihoods and lead government agencies to target wolves for lethal removal. public wolf hunting is a highly contentious strategy for mitigating these risks, yet few empirical studies examine its effectiveness in doing so. using difference-in-differences and structural equation modeling of data from the northwestern us between 2005 and 2021, we analyzed impacts of wolf hunting on livestock predation by wolves and government removal of wolves in the same year and with a 1-year time lag while controlling for social and environmental variables. we found that public wolf hunting had a small negative effect on livestock predation but had no effect on government lethal removal of wolves in the same or subsequent years. our findings challenge the assumption that wolf hunting is an effective management strategy for reducing livestock predation and lethal removal.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
Data-driven prior elicitation for Bayes factors in Cox regression for nine subfields in biomedicine,"{Biomedical research often utilizes Cox regression for the analysis of time-to-event data. The pervasive use of frequentist inference for these analyses implicates that the evidence for or against the presence (or absence) of an effect cannot be directly compared and that researchers must adhere to a predefined sampling plan. As an alternative, the use of Bayes factors improves upon these limitations, which is especially important for costly and time-consuming biomedical studies. However, Bayes factors involve their own difficulty of specifying priors for the parameters of the statistical model. In this article, we develop data-driven priors centered around zero for Cox regression tailored to nine subfields in biomedicine. To this end, we extracted hazard ratios and associated x% confidence intervals from the abstracts of large corpora of already existing studies within the nine biomedical subfields. We used these extracted data to inform priors for the nine subfields. All of our suggested priors are Normal distributions with means of 0 and standard deviations closely scattered around 1. We propose that researchers use these priors as reasonable starting points for their analyses.}",2025,PLOS ONE,,Multidisciplinary,Multidisciplinary,Multidisciplinary,OTHER,2025,"data-driven prior elicitation for bayes factors in cox regression for nine subfields in biomedicine {biomedical research often utilizes cox regression for the analysis of time-to-event data. the pervasive use of frequentist inference for these analyses implicates that the evidence for or against the presence (or absence) of an effect cannot be directly compared and that researchers must adhere to a predefined sampling plan. as an alternative, the use of bayes factors improves upon these limitations, which is especially important for costly and time-consuming biomedical studies. however, bayes factors involve their own difficulty of specifying priors for the parameters of the statistical model. in this article, we develop data-driven priors centered around zero for cox regression tailored to nine subfields in biomedicine. to this end, we extracted hazard ratios and associated x% confidence intervals from the abstracts of large corpora of already existing studies within the nine biomedical subfields. we used these extracted data to inform priors for the nine subfields. all of our suggested priors are normal distributions with means of 0 and standard deviations closely scattered around 1. we propose that researchers use these priors as reasonable starting points for their analyses.}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
AI-assisted braintstorming for scenario thinking,"{This article returns to Alex Faickney Osborn's iconic 1953 book Applied Imagination in which the process of “brainstorming” was first introduced to academic audiences. In scenario thinking, the capacity to brainstorm is an essential, core component, even if few scholars and practitioners seem to return directly to Osborn's original insights about the disciplined application of imagination. As the futures and foresight science community braces for the impending impact of artificial intelligence, we return readers to the fact that Osborn's work, some 70 years ago, which championed human creativity, was written during the rise of the first “electronic brains” (i.e., computers) and all the potential implications of computing power for individuals in all realms of the thought industry. The purpose of this article, therefore, is to bring those AIs together in the context of scenario thinking; to recover seemingly lost insights from Osborn's notion of Applied Imagination and consider what those insights mean for our contemporary context rife with the opportunities but also concerns of Artificial Intelligence.}",2025,Futures,"{applied imagination,artificial intelligence,brainstorming,scenario thinking,scenarios}",Business and International Management,"Business, Management and Accounting",Social Sciences & Humanities,OTHER,2025,"ai-assisted braintstorming for scenario thinking {this article returns to alex faickney osborn's iconic 1953 book applied imagination in which the process of “brainstorming” was first introduced to academic audiences. in scenario thinking, the capacity to brainstorm is an essential, core component, even if few scholars and practitioners seem to return directly to osborn's original insights about the disciplined application of imagination. as the futures and foresight science community braces for the impending impact of artificial intelligence, we return readers to the fact that osborn's work, some 70 years ago, which championed human creativity, was written during the rise of the first “electronic brains” (i.e., computers) and all the potential implications of computing power for individuals in all realms of the thought industry. the purpose of this article, therefore, is to bring those ais together in the context of scenario thinking; to recover seemingly lost insights from osborn's notion of applied imagination and consider what those insights mean for our contemporary context rife with the opportunities but also concerns of artificial intelligence.} {applied imagination,artificial intelligence,brainstorming,scenario thinking,scenarios} {applied imagination,artificial intelligence,brainstorming,scenario thinking,scenarios}",-1,0.0,"germany, ontology, marriage, networks, multilingual"
